id_text	designation	provenience	museum_no	excavation_no	accession_no	primary_publication	publication_history	genre	subgenre	period
P001333	ATU 5, pl. 072, W 9579,ck	Uruk (mod. Warka)	VAT 14659	W 09579,ck		ATU 5, pl. 072, W 9579,ck	ATU 1, 69; A. Vaiman, VDI 1974/2, 140 no. 13 obv.	Administrative		Uruk IV
P001334	ATU 5, pl. 072, W 9579,cl	Uruk (mod. Warka)	VAT 15251	W 09579,cl		ATU 5, pl. 072, W 9579,cl	ATU 1, 237	Administrative		Uruk IV
P001335	ATU 5, pl. 072, W 9579,cm	Uruk (mod. Warka)	VAT 14826	W 09579,cm		ATU 5, pl. 072, W 9579,cm	ATU 1, 80	Administrative		Uruk IV
P001336	ATU 5, pl. 072, W 9579,cn	Uruk (mod. Warka)	VAT 14679	W 09579,cn		ATU 5, pl. 072, W 9579,cn	ATU 1, 23	Administrative		Uruk IV
P001337	ATU 5, pl. 073, W 9579,co	Uruk (mod. Warka)	VAT 14759	W 09579,co		ATU 5, pl. 073, W 9579,co	ATU 1, 234	Administrative		Uruk IV
P001338	ATU 5, pl. 073, W 9579,cp	Uruk (mod. Warka)	VAT 14887	W 09579,cp		ATU 5, pl. 073, W 9579,cp	ATU 1, 298	Administrative		Uruk IV
P001339	ATU 5, pl. 073, W 9579,cq	Uruk (mod. Warka)	VAT 14901	W 09579,cq		ATU 5, pl. 073, W 9579,cq	ATU 1, 83	Administrative		Uruk IV
P001340	ATU 5, pl. 073, W 9579,cr	Uruk (mod. Warka)	VAT 14709	W 09579,cr		ATU 5, pl. 073, W 9579,cr	ATU 1, 32; K. Szarzynska, 1970, 11	Administrative		Uruk IV
P001341	ATU 5, pl. 073, W 9579,cs	Uruk (mod. Warka)	VAT 14646	W 09579,cs		ATU 5, pl. 073, W 9579,cs	ATU 1, 33	Administrative		Uruk IV
P001342	ATU 5, pl. 073, W 9579,ct	Uruk (mod. Warka)	VAT 14735	W 09579,ct		ATU 5, pl. 073, W 9579,ct	ATU 1, 180	Administrative		Uruk IV
P001343	ATU 5, pl. 073, W 9579,cu	Uruk (mod. Warka)	VAT 14808	W 09579,cu		ATU 5, pl. 073, W 9579,cu	ATU 1, 205	Administrative		Uruk IV
P001344	ATU 5, pl. 073, W 9579,cv	Uruk (mod. Warka)	VAT 14657	W 09579,cv		ATU 5, pl. 073, W 9579,cv	ATU 1, 55	Administrative		Uruk IV
P001345	ATU 5, pl. 073, W 9579,cw	Uruk (mod. Warka)	VAT 14793	W 09579,cw		ATU 5, pl. 073, W 9579,cw	ATU 1, 96	Administrative		Uruk IV
P001346	ATU 5, pl. 074, W 9579,cx	Uruk (mod. Warka)	VAT 14788	W 09579,cx		ATU 5, pl. 074, W 9579,cx	ATU 1, 172	Administrative		Uruk IV
P001347	ATU 5, pl. 074, W 9579,cy	Uruk (mod. Warka)	VAT 15276	W 09579,cy		ATU 5, pl. 074, W 9579,cy		Administrative		Uruk IV
P001348	ATU 5, pl. 074, W 9579,cz	Uruk (mod. Warka)	VAT 14678	W 09579,cz		ATU 5, pl. 074, W 9579,cz	ATU 1, 19	Administrative		Uruk IV
P001349	ATU 5, pl. 074, W 9579,da	Uruk (mod. Warka)	VAT 14711	W 09579,da		ATU 5, pl. 074, W 9579,da	ATU 1, 18; copy published R. Englund in J. Bauer, R. Englund and M. Krebernik, OBO 160/1 (Freiburg Switzerland 1998) 154 fig. 52	Administrative		Uruk IV
P001350	ATU 5, pl. 074, W 9579,db	Uruk (mod. Warka)	VAT 14796	W 09579,db		ATU 5, pl. 074, W 9579,db	ATU 1, 224	Administrative		Uruk IV
P001351	ATU 5, pl. 074, W 9579,dc	Uruk (mod. Warka)	VAT 14766	W 09579,dc		ATU 5, pl. 074, W 9579,dc	ATU 1, 152	Administrative		Uruk IV
P001352	ATU 5, pl. 074, W 9579,dd	Uruk (mod. Warka)	VAT 14653	W 09579,dd		ATU 5, pl. 074, W 9579,dd	ATU 1, 16	Administrative		Uruk IV
P001353	ATU 5, pl. 074, W 9579,de	Uruk (mod. Warka)	VAT 14745	W 09579,de		ATU 5, pl. 074, W 9579,de	ATU 1, 148; K. Szarzynska, 1970, 10	Administrative		Uruk IV
P001354	ATU 5, pl. 074, W 9579,df	Uruk (mod. Warka)	VAT 14688	W 09579,df		ATU 5, pl. 074, W 9579,df	ATU 1, 64	Administrative		Uruk IV
P001355	ATU 5, pl. 075, W 9579,dg	Uruk (mod. Warka)	VAT 14669	W 09579,dg		ATU 5, pl. 075, W 9579,dg	ATU 1, 52; K. Szarzynska, 1970, 11; A. Vaiman, VDI 1974/2, 140 no. 10 obv.	Administrative		Uruk IV
P001356	ATU 5, pl. 075, W 9579,dh	Uruk (mod. Warka)	VAT 14806	W 09579,dh		ATU 5, pl. 075, W 9579,dh	ATU 1, 230	Administrative		Uruk IV
P001357	ATU 5, pl. 075, W 9579,di	Uruk (mod. Warka)	VAT 14710	W 09579,di		ATU 5, pl. 075, W 9579,di	ATU 1, 46; K. Szarzynska, 1970, 13	Administrative		Uruk IV
P001358	ATU 5, pl. 075, W 9579,dk	Uruk (mod. Warka)	VAT 14721	W 09579,dk		ATU 5, pl. 075, W 9579,dk	ATU 1, 35	Administrative		Uruk IV
P001359	ATU 5, pl. 075, W 9579,dl	Uruk (mod. Warka)	VAT 14714	W 09579,dl		ATU 5, pl. 075, W 9579,dl	ATU 1, 44	Administrative		Uruk IV
P001360	ATU 5, pl. 075, W 9579,dm	Uruk (mod. Warka)	VAT 14762	W 09579,dm		ATU 5, pl. 075, W 9579,dm	ATU 1, 194	Administrative		Uruk IV
P001361	ATU 5, pl. 075, W 9579,dn	Uruk (mod. Warka)	VAT 14758	W 09579,dn		ATU 5, pl. 075, W 9579,dn	ATU 1, 191	Administrative		Uruk IV
P001362	ATU 5, pl. 075, W 9579,do	Uruk (mod. Warka)	VAT 14708	W 09579,do		ATU 5, pl. 075, W 9579,do	ATU 1, 45	Administrative		Uruk IV
P001363	ATU 5, pl. 076, W 9579,dp	Uruk (mod. Warka)	VAT 14692	W 09579,dp		ATU 5, pl. 076, W 9579,dp	ATU 1, 68	Administrative		Uruk IV
P001364	ATU 5, pl. 076, W 9579,dq	Uruk (mod. Warka)	VAT 14768	W 09579,dq		ATU 5, pl. 076, W 9579,dq	ATU 1, 147	Administrative		Uruk IV
P001365	ATU 5, pl. 076, W 9579,dr	Uruk (mod. Warka)	VAT 14955	W 09579,dr		ATU 5, pl. 076, W 9579,dr	ATU 1, 321	Administrative		Uruk IV
P001366	ATU 5, pl. 076, W 9579,ds	Uruk (mod. Warka)	VAT 15193	W 09579,ds		ATU 5, pl. 076, W 9579,ds	ATU 1, 319	Administrative		Uruk IV
P001367	ATU 5, pl. 076, W 9579,dt	Uruk (mod. Warka)	VAT 14935	W 09579,dt		ATU 5, pl. 076, W 9579,dt	ATU 1, 236	Administrative		Uruk IV
P001368	ATU 5, pl. 076, W 9579,du	Uruk (mod. Warka)	VAT 14907	W 09579,du		ATU 5, pl. 076, W 9579,du	ATU 1, 304; K. Veenhof, Phoenix 24/1, 1978, 27 obv. (c)	Administrative		Uruk IV
P001369	ATU 5, pl. 077, W 9579,dv	Uruk (mod. Warka)	VAT 15007	W 09579,dv		ATU 5, pl. 077, W 9579,dv	ATU 1, 335; A. Vaiman, VDI 1972/1, 125 no. 2 (s. BagM 21, 1990, 105)	Administrative		Uruk IV
P001370	ATU 5, pl. 077, W 9579,dw	Uruk (mod. Warka)	VAT 15030	W 09579,dw		ATU 5, pl. 077, W 9579,dw	ATU 1, 275	Administrative		Uruk IV
P001371	ATU 5, pl. 077, W 9579,dx	Uruk (mod. Warka)	VAT 14705	W 09579,dx		ATU 5, pl. 077, W 9579,dx	ATU 1, 78; A. Vaiman, VDI 1974/2, 140 no. 12 obv.	Administrative		Uruk IV
P001372	ATU 5, pl. 077, W 9579,dy	Uruk (mod. Warka)	VAT 15075	W 09579,dy		ATU 5, pl. 077, W 9579,dy	ATU 1, 291	Administrative		Uruk IV
P001373	ATU 5, pl. 078, W 9579,dz	Uruk (mod. Warka)	VAT 14881	W 09579,dz		ATU 5, pl. 078, W 9579,dz	ATU 1, 297	Administrative		Uruk IV
P001374	ATU 5, pl. 078, W 9655,a	Uruk (mod. Warka)	VAT 14997	W 09655,a		ATU 5, pl. 078, W 9655,a	ATU 1, 358	Administrative		Uruk IV
P001375	ATU 5, pl. 078, W 9655,b	Uruk (mod. Warka)	VAT 14954	W 09655,b		ATU 5, pl. 078, W 9655,b	ATU 1, 561	Administrative		Uruk IV
P001376	ATU 5, pl. 078, W 9655,c	Uruk (mod. Warka)	VAT 14999	W 09655,c		ATU 5, pl. 078, W 9655,c	ATU 1, 520	Administrative		Uruk IV
P001377	ATU 5, pl. 079, W 9655,d+	Uruk (mod. Warka)	VAT 15133	W 09655,d + W 09655,dh		ATU 5, pl. 079, W 9655,d+	ATU 1, 345	Administrative		Uruk IV
P001378	ATU 5, pl. 079, W 9655,e	Uruk (mod. Warka)	VAT 14961	W 09655,e		ATU 5, pl. 079, W 9655,e	ATU 1, 394	Administrative		Uruk IV
P001379	ATU 5, pl. 079, W 9655,f	Uruk (mod. Warka)	VAT 14857	W 09655,f		ATU 5, pl. 079, W 9655,f	ATU 1, 252	Administrative		Uruk IV
P001380	ATU 5, pl. 079, W 9655,g	Uruk (mod. Warka)	VAT 14878	W 09655,g		ATU 5, pl. 079, W 9655,g	ATU 1, 295	Administrative		Uruk IV
P001381	ATU 5, pl. 079, W 9655,h	Uruk (mod. Warka)	VAT 14985	W 09655,h		ATU 5, pl. 079, W 9655,h		Administrative		Uruk IV
P001382	ATU 5, pl. 080, W 9655,i	Uruk (mod. Warka)	VAT 15192	W 09655,i		ATU 5, pl. 080, W 9655,i	ATU 1, 320	Administrative		Uruk IV
P001383	ATU 5, pl. 080, W 9655,k	Uruk (mod. Warka)	VAT 15196	W 09655,k		ATU 5, pl. 080, W 9655,k	ATU 1, 360	Administrative		Uruk IV
P001384	ATU 5, pl. 080, W 9655,l	Uruk (mod. Warka)	VAT 14680	W 09655,l		ATU 5, pl. 080, W 9655,l	ATU 1, 36; M. Lambert, Archeologia 12, 9-10, 1966, 29; K. Szarzynska, 1970, 10	Administrative		Uruk IV
P001385	ATU 5, pl. 080, W 9655,m	Uruk (mod. Warka)	VAT 14823	W 09655,m		ATU 5, pl. 080, W 9655,m	ATU 1, 214	Administrative		Uruk IV
P001387	ATU 5, pl. 080, W 9655,o	Uruk (mod. Warka)	VAT 14814	W 09655,o		ATU 5, pl. 080, W 9655,o	ATU 1, 206; A. Vaiman, VDI 1974/2, 139, no. 8	Administrative		Uruk IV
P001388	ATU 5, pl. 080, W 9655,p	Uruk (mod. Warka)	VAT 14677	W 09655,p		ATU 5, pl. 080, W 9655,p	ATU 1, 57; M. Lambert, Archeologia 12, 9-10, 1966, 29	Administrative		Uruk IV
P001389	ATU 5, pl. 081, W 9655,q	Uruk (mod. Warka)	VAT 14778	W 09655,q		ATU 5, pl. 081, W 9655,q	ATU 1, 63	Administrative		Uruk IV
P001390	ATU 5, pl. 081, W 9655,r	Uruk (mod. Warka)	VAT 14695	W 09655,r		ATU 5, pl. 081, W 9655,r	ATU 1, 43; A. Vaiman, VDI 1974/2, 139, no. 4 obv.	Administrative		Uruk IV
P001391	ATU 5, pl. 081, W 9655,s	Uruk (mod. Warka)	VAT 14813	W 09655,s		ATU 5, pl. 081, W 9655,s	ATU 1, 203; A. Vaiman, VDI 1974/2, 140 no. 21	Administrative		Uruk IV
P001392	ATU 5, pl. 081, W 9655,t	Uruk (mod. Warka)	VAT 14790	W 09655,t		ATU 5, pl. 081, W 9655,t	ATU 1, 92; A. Vaiman, VDI 1974/2, 140 no. 20 obv.	Administrative		Uruk IV
P001393	ATU 5, pl. 081, W 9655,u	Uruk (mod. Warka)	VAT 14656	W 09655,u		ATU 5, pl. 081, W 9655,u	ATU 1, 29	Administrative		Uruk IV
P001394	ATU 5, pl. 081, W 9655,v	Uruk (mod. Warka)	VAT 14946	W 09655,v		ATU 5, pl. 081, W 9655,v	ATU 1, 219	Administrative		Uruk IV
P001395	ATU 5, pl. 081, W 9655,w	Uruk (mod. Warka)	VAT 14816	W 09655,w		ATU 5, pl. 081, W 9655,w	ATU 1, 232	Administrative		Uruk IV
P001396	ATU 5, pl. 081, W 9655,x	Uruk (mod. Warka)	VAT 14780	W 09655,x		ATU 5, pl. 081, W 9655,x	ATU 1, 91	Administrative		Uruk IV
P001397	ATU 5, pl. 081, W 9655,y	Uruk (mod. Warka)	VAT 14730	W 09655,y		ATU 5, pl. 081, W 9655,y	ATU 1, 160	Administrative		Uruk IV
P001398	ATU 5, pl. 081, W 9655,z	Uruk (mod. Warka)	VAT 15349	W 09655,z		ATU 5, pl. 081, W 9655,z	ATU 1, 175	Administrative		Uruk IV
P001399	ATU 5, pl. 082, W 9655,aa	Uruk (mod. Warka)	VAT 14786	W 09655,aa		ATU 5, pl. 082, W 9655,aa	ATU 1, 247	Administrative		Uruk IV
P001400	ATU 5, pl. 082, W 9655,ab	Uruk (mod. Warka)	VAT 14947	W 09655,ab		ATU 5, pl. 082, W 9655,ab	ATU 1, 249	Administrative		Uruk IV
P001401	ATU 5, pl. 082, W 9655,ac	Uruk (mod. Warka)	VAT 15138	W 09655,ac		ATU 5, pl. 082, W 9655,ac	ATU 1, 331	Administrative		Uruk IV
P001402	ATU 5, pl. 082, W 9655,ad	Uruk (mod. Warka)	VAT 14882	W 09655,ad		ATU 5, pl. 082, W 9655,ad	ATU 1, 305	Administrative		Uruk IV
P001403	ATU 5, pl. 082, W 9655,ae	Uruk (mod. Warka)	VAT 14876	W 09655,ae		ATU 5, pl. 082, W 9655,ae	ATU 1, 130	Administrative		Uruk IV
P001405	ATU 5, pl. 083, W 9655,ag	Uruk (mod. Warka)	VAT 15244	W 09655,ag		ATU 5, pl. 083, W 9655,ag	ATU 1, 193	Administrative		Uruk IV
P001406	ATU 5, pl. 083, W 9655,ah	Uruk (mod. Warka)	VAT 14772	W 09655,ah		ATU 5, pl. 083, W 9655,ah	ATU 1, 82	Administrative		Uruk IV
P001407	ATU 5, pl. 083, W 9655,ai	Uruk (mod. Warka)	VAT 14898	W 09655,ai		ATU 5, pl. 083, W 9655,ai	ATU 1, 267	Administrative		Uruk IV
P001408	ATU 5, pl. 083, W 9655,ak	Uruk (mod. Warka)	VAT 15220	W 09655,ak		ATU 5, pl. 083, W 9655,ak	ATU 1, 566	Administrative		Uruk IV
P001409	ATU 5, pl. 083, W 9655,al	Uruk (mod. Warka)	VAT 15269	W 09655,al		ATU 5, pl. 083, W 9655,al		Administrative		Uruk IV
P001410	ATU 5, pl. 083, W 9655,am	Uruk (mod. Warka)	VAT 14945	W 09655,am		ATU 5, pl. 083, W 9655,am	ATU 1, 538	Administrative		Uruk IV
P001411	ATU 5, pl. 084, W 9655,an	Uruk (mod. Warka)	VAT 15279	W 09655,an		ATU 5, pl. 084, W 9655,an		Administrative		Uruk IV
P001412	ATU 5, pl. 084, W 9655,ao	Uruk (mod. Warka)	VAT 15060	W 09655,ao		ATU 5, pl. 084, W 9655,ao	ATU 1, 529	Administrative		Uruk IV
P001413	ATU 5, pl. 084, W 9655,ap	Uruk (mod. Warka)	VAT 15189	W 09655,ap		ATU 5, pl. 084, W 9655,ap	ATU 1, 548	Administrative		Uruk IV
P001414	ATU 5, pl. 084, W 9655,aq	Uruk (mod. Warka)	VAT 15238	W 09655,aq		ATU 5, pl. 084, W 9655,aq	ATU 1, 387	Administrative		Uruk IV
P001415	ATU 5, pl. 084, W 9655,ar	Uruk (mod. Warka)	VAT 15239	W 09655,ar		ATU 5, pl. 084, W 9655,ar	ATU 1, 389	Administrative		Uruk IV
P001416	ATU 5, pl. 085, W 9655,as	Uruk (mod. Warka)	VAT 14757	W 09655,as		ATU 5, pl. 085, W 9655,as	ATU 1, 141	Administrative		Uruk IV
P001417	ATU 5, pl. 085, W 9655,cq	Uruk (mod. Warka)	VAT 14829	W 09655,cq		ATU 5, pl. 085, W 9655,cq	ATU 1, 126	Administrative		Uruk IV
P001418	ATU 5, pl. 085, W 9656,a1	Uruk (mod. Warka)	VAT 14995	W 09656,a1		ATU 5, pl. 085, W 9656,a1	ATU 1, 333; A. Vaiman, Soob. Gos. Erm. 28, 1966, 59	Administrative		Uruk IV
P001419	ATU 5, pl. 085, W 9656,a2	Uruk (mod. Warka)	VAT 15226	W 09656,a2		ATU 5, pl. 085, W 9656,a2		Administrative		Uruk IV
P001420	ATU 5, pl. 085, W 9656,b	Uruk (mod. Warka)	VAT 14930	W 09656,b		ATU 5, pl. 085, W 9656,b	ATU 1, 287; K. Szarzynska, 1970, 10	Administrative		Uruk IV
P001421	ATU 5, pl. 085, W 9656,c	Uruk (mod. Warka)	VAT 14812	W 09656,c		ATU 5, pl. 085, W 9656,c	ATU 1, 233	Administrative		Uruk IV
P001422	ATU 5, pl. 085, W 9656,d	Uruk (mod. Warka)	VAT 15340	W 09656,d		ATU 5, pl. 085, W 9656,d		Administrative		Uruk IV
P001424	ATU 5, pl. 086, W 9656,f	Uruk (mod. Warka)	VAT 15191	W 09656,f		ATU 5, pl. 086, W 9656,f	ATU 1, 550	Administrative		Uruk IV
P001425	ATU 5, pl. 086, W 9656,g	Uruk (mod. Warka)	VAT 14993	W 09656,g		ATU 5, pl. 086, W 9656,g	ATU 1, 351	Administrative		Uruk IV
P001426	ATU 5, pl. 086, W 9656,h2	Uruk (mod. Warka)	VAT 15224	W 09656,h2		ATU 5, pl. 086, W 9656,h2	ATU 1, 484; Hb. Literaturw. S. 107 (p)	Administrative		Uruk IV
P001427	ATU 5, pl. 086, W 9656,i	Uruk (mod. Warka)	VAT 14800	W 09656,i		ATU 5, pl. 086, W 9656,i	ATU 1, 228	Administrative		Uruk IV
P001428	ATU 5, pl. 086, W 9656,k	Uruk (mod. Warka)	VAT 14694	W 09656,k		ATU 5, pl. 086, W 9656,k	ATU 1, 71; K. Szarzynska, 1970, 10	Administrative		Uruk IV
P001429	ATU 5, pl. 087, W 9656,l	Uruk (mod. Warka)	VAT 14996	W 09656,l		ATU 5, pl. 087, W 9656,l	ATU 1, 332	Administrative		Uruk IV
P001431	ATU 5, pl. 087, W 9656,n1	Uruk (mod. Warka)	VAT 15204	W 09656,n1		ATU 5, pl. 087, W 9656,n1	ATU 1, 5; K. Szarzynska, JCS 46 (1994) 1-10, tag no. 8; copy published R. Englund in J. Bauer, R. Englund and M. Krebernik, OBO 160/1 (Freiburg Switzerland 1998) 60 fig. 18	Administrative		Uruk IV
P001432	ATU 5, pl. 087, W 9656,n2	Uruk (mod. Warka)	VAT 15365	W 09656,n2		ATU 5, pl. 087, W 9656,n2	ATU 1, 357	Administrative		Uruk IV
P001433	ATU 5, pl. 087, W 9656,o	Uruk (mod. Warka)	VAT 14683	W 09656,o		ATU 5, pl. 087, W 9656,o	ATU 1, 26; A. Vaiman, VDI 1974/2, 139, no. 1 obv.	Administrative		Uruk IV
P001434	ATU 5, pl. 087, W 9656,p	Uruk (mod. Warka)	VAT 14802	W 09656,p		ATU 5, pl. 087, W 9656,p	ATU 1, 221	Administrative		Uruk IV
P001435	ATU 5, pl. 087, W 9656,q	Uruk (mod. Warka)	VAT 15292	W 09656,q		ATU 5, pl. 087, W 9656,q		Administrative		Uruk IV
P001436	ATU 5, pl. 088, W 9656,r+	Uruk (mod. Warka)	VAT 15174	W 09656,r + W 09656,ry		ATU 5, pl. 088, W 9656,r+	ATU 1, 284	Administrative		Uruk IV
P001437	ATU 5, pl. 088, W 9656,s	Uruk (mod. Warka)	VAT 14784	W 09656,s		ATU 5, pl. 088, W 9656,s	ATU 1, 134	Administrative		Uruk IV
P001438	ATU 5, pl. 088, W 9656,t	Uruk (mod. Warka)	VAT 15194	W 09656,t		ATU 5, pl. 088, W 9656,t	ATU 1, 556	Administrative		Uruk IV
P001439	ATU 5, pl. 088, W 9656,v	Uruk (mod. Warka)	VAT 14971	W 09656,v		ATU 5, pl. 088, W 9656,v	ATU 1, 411	Administrative		Uruk IV
P001440	ATU 5, pl. 088, W 9656,w	Uruk (mod. Warka)	VAT 14957	W 09656,w		ATU 5, pl. 088, W 9656,w	ATU 1, 380	Administrative		Uruk IV
P001442	ATU 5, pl. 088, W 9656,z	Uruk (mod. Warka)	VAT 15113	W 09656,z		ATU 5, pl. 088, W 9656,z	ATU 1, 530	Administrative		Uruk IV
P001443	ATU 5, pl. 089, W 9656,aa	Uruk (mod. Warka)	VAT 15061	W 09656,aa		ATU 5, pl. 089, W 9656,aa	ATU 1, 532	Administrative		Uruk IV
P001444	ATU 5, pl. 089, W 9656,ab	Uruk (mod. Warka)	VAT 14811	W 09656,ab		ATU 5, pl. 089, W 9656,ab	ATU 1, 516	Administrative		Uruk IV
P001445	ATU 5, pl. 089, W 9656,ac	Uruk (mod. Warka)	VAT 14856	W 09656,ac		ATU 5, pl. 089, W 9656,ac	ATU 1, 271	Administrative		Uruk IV
P001446	ATU 5, pl. 089, W 9656,ad	Uruk (mod. Warka)	VAT 14874	W 09656,ad		ATU 5, pl. 089, W 9656,ad	ATU 1, 382	Administrative		Uruk IV
P001447	ATU 5, pl. 089, W 9656,ae	Uruk (mod. Warka)	VAT 15066	W 09656,ae		ATU 5, pl. 089, W 9656,ae	ATU 1, 524	Administrative		Uruk IV
P001448	ATU 5, pl. 090, W 9656,af	Uruk (mod. Warka)	VAT 14943	W 09656,af		ATU 5, pl. 090, W 9656,af	ATU 1, 559	Administrative		Uruk IV
P001449	ATU 5, pl. 090, W 9656,ag	Uruk (mod. Warka)	VAT 14672	W 09656,ag		ATU 5, pl. 090, W 9656,ag	ATU 1, 58	Administrative		Uruk IV
P001450	ATU 5, pl. 090, W 9656,ah	Uruk (mod. Warka)	VAT 14825	W 09656,ah		ATU 5, pl. 090, W 9656,ah	ATU 1, 102	Administrative		Uruk IV
P001451	ATU 5, pl. 090, W 9656,ai	Uruk (mod. Warka)	VAT 14839	W 09656,ai		ATU 5, pl. 090, W 9656,ai	ATU 1, 161	Administrative		Uruk IV
P001452	ATU 5, pl. 090, W 9656,ak	Uruk (mod. Warka)	VAT 14754	W 09656,ak		ATU 5, pl. 090, W 9656,ak	ATU 1, 135	Administrative		Uruk IV
P001453	ATU 5, pl. 090, W 9656,al	Uruk (mod. Warka)	VAT 14777	W 09656,al		ATU 5, pl. 090, W 9656,al	ATU 1, 89	Administrative		Uruk IV
P001454	ATU 5, pl. 090, W 9656,am	Uruk (mod. Warka)	VAT 14737	W 09656,am		ATU 5, pl. 090, W 9656,am	ATU 1, 176	Administrative		Uruk IV
P001456	ATU 5, pl. 090, W 9656,ao	Uruk (mod. Warka)	VAT 14729	W 09656,ao		ATU 5, pl. 090, W 9656,ao	ATU 1, 197	Administrative		Uruk IV
P001458	ATU 5, pl. 091, W 9656,aq	Uruk (mod. Warka)	VAT 14648	W 09656,aq		ATU 5, pl. 091, W 9656,aq	ATU 1, 186	Administrative		Uruk IV
P001459	ATU 5, pl. 091, W 9656,ar	Uruk (mod. Warka)	VAT 15031	W 09656,ar		ATU 5, pl. 091, W 9656,ar	ATU 1, 288	Administrative		Uruk IV
P001460	ATU 5, pl. 091, W 9656,as	Uruk (mod. Warka)	VAT 15181	W 09656,as		ATU 5, pl. 091, W 9656,as	ATU 1, 537	Administrative		Uruk IV
P001461	ATU 5, pl. 091, W 9656,at	Uruk (mod. Warka)	VAT 14734	W 09656,at		ATU 5, pl. 091, W 9656,at	ATU 1, 196	Administrative		Uruk IV
P001462	ATU 5, pl. 091, W 9656,au	Uruk (mod. Warka)	VAT 15024	W 09656,au		ATU 5, pl. 091, W 9656,au	ATU 1, 444	Administrative		Uruk IV
P001463	ATU 5, pl. 092, W 9656,av	Uruk (mod. Warka)	VAT 15070	W 09656,av		ATU 5, pl. 092, W 9656,av	ATU 1, 240	Administrative		Uruk IV
P001464	ATU 5, pl. 092, W 9656,aw	Uruk (mod. Warka)	VAT 14960	W 09656,aw		ATU 5, pl. 092, W 9656,aw	ATU 1, 379	Administrative		Uruk IV
P001465	ATU 5, pl. 092, W 9656,ax	Uruk (mod. Warka)	VAT 15282	W 09656,ax		ATU 5, pl. 092, W 9656,ax		Administrative		Uruk IV
P001466	ATU 5, pl. 092, W 9656,ay	Uruk (mod. Warka)	VAT 14912	W 09656,ay		ATU 5, pl. 092, W 9656,ay	ATU 1, 459	Administrative		Uruk IV
P001467	ATU 5, pl. 092, W 9656,az	Uruk (mod. Warka)	VAT 14975	W 09656,az		ATU 5, pl. 092, W 9656,az	ATU 1, 414	Administrative		Uruk IV
P001468	ATU 5, pl. 092, W 9656,ba	Uruk (mod. Warka)	VAT 15187	W 09656,ba		ATU 5, pl. 092, W 9656,ba	ATU 1, 551	Administrative		Uruk IV
P001469	ATU 5, pl. 092, W 9656,bb	Uruk (mod. Warka)	VAT 15116	W 09656,bb		ATU 5, pl. 092, W 9656,bb	ATU 1, 475	Administrative		Uruk IV
P001471	ATU 5, pl. 092, W 9656,bd	Uruk (mod. Warka)	VAT 14984	W 09656,bd		ATU 5, pl. 092, W 9656,bd	ATU 1, 402	Administrative		Uruk IV
P001472	ATU 5, pl. 092, W 9656,be	Uruk (mod. Warka)	VAT 14973	W 09656,be		ATU 5, pl. 092, W 9656,be	ATU 1, 409	Administrative		Uruk IV
P001473	ATU 5, pl. 093, W 9656,bf	Uruk (mod. Warka)	VAT 15317	W 09656,bf		ATU 5, pl. 093, W 9656,bf		Administrative		Uruk IV
P001474	ATU 5, pl. 093, W 9656,bg	Uruk (mod. Warka)	VAT 15313	W 09656,bg		ATU 5, pl. 093, W 9656,bg	ATU 1, 510	Administrative		Uruk IV
P001475	ATU 5, pl. 093, W 9656,bh	Uruk (mod. Warka)	VAT 15110	W 09656,bh		ATU 5, pl. 093, W 9656,bh	ATU 1, 238	Administrative		Uruk IV
P001476	ATU 5, pl. 093, W 9656,bi	Uruk (mod. Warka)	VAT 14927	W 09656,bi		ATU 5, pl. 093, W 9656,bi	ATU 1, 469	Administrative		Uruk IV
P001477	ATU 5, pl. 093, W 9656,bk	Uruk (mod. Warka)	VAT 14917	W 09656,bk		ATU 5, pl. 093, W 9656,bk	ATU 1, 476	Administrative		Uruk IV
P001478	ATU 5, pl. 093, W 9656,bl+	Uruk (mod. Warka)	VAT 15219	W 09656,bl + W 09656,dx		ATU 5, pl. 093, W 9656,bl+	ATU 1, 293	Administrative		Uruk IV
P001479	ATU 5, pl. 093, W 9656,bm	Uruk (mod. Warka)	VAT 15021	W 09656,bm		ATU 5, pl. 093, W 9656,bm	ATU 1, 385	Administrative		Uruk IV
P001480	ATU 5, pl. 094, W 9656,bn	Uruk (mod. Warka)	VAT 14727	W 09656,bn		ATU 5, pl. 094, W 9656,bn	ATU 1, 189	Administrative		Uruk IV
P001481	ATU 5, pl. 094, W 9656,bo	Uruk (mod. Warka)	VAT 14728	W 09656,bo		ATU 5, pl. 094, W 9656,bo	ATU 1, 187	Administrative		Uruk IV
P001482	ATU 5, pl. 094, W 9656,bp	Uruk (mod. Warka)	VAT 14864	W 09656,bp		ATU 5, pl. 094, W 9656,bp	ATU 1, 281	Administrative		Uruk IV
P001483	ATU 5, pl. 094, W 9656,bq	Uruk (mod. Warka)	VAT 15054	W 09656,bq		ATU 5, pl. 094, W 9656,bq	ATU 1, 410	Administrative		Uruk IV
P001484	ATU 5, pl. 094, W 9656,br	Uruk (mod. Warka)	VAT 15252	W 09656,br		ATU 5, pl. 094, W 9656,br	ATU 1, 540	Administrative		Uruk IV
P001485	ATU 5, pl. 094, W 9656,bs	Uruk (mod. Warka)	VAT 14983	W 09656,bs		ATU 5, pl. 094, W 9656,bs	ATU 1, 392	Administrative		Uruk IV
