serial	char	cdli	ap23-name	action	comment	pcsl	new-name	new-code	sort	components
1908	𒸅	|SZU2.URI3~a|	SHU2 BESIDE URI3-A	rename		|ŠU₂~a.URI₃~a~v1|	PROTO-CUNEIFORM SIGN SHU2-A BESIDE URI3-A VARIANT 1		3350	ŠU₂~a URI₃~a~v1
1909	𒸆	|SIxGU4|	SI TIMES GU4			|SI×GU₄|			2954	SI GU₄
1910	𒸇	|SIxSZE3|	SI TIMES SHE3	rename		|SI×ŠE₃~v1|	PROTO-CUNEIFORM SIGN SI TIMES SHE3 VARIANT 1		2960	SI ŠE₃~v1
1911	𒸈	|SIGx1(N57)|	SIG TIMES ONE-N57			|SIG×1(N57)|			2974	SIG 1(N57)
1912	𒸉	|SIG2~bx1(N14)|	SIG2-B TIMES ONE-N14			|SIG₂~b×1(N14)|			2991	SIG₂~b 1(N14)
1913	𒸊	|SIG2~b&SIG2~b|	SIG2-B OVER SIG2-B			|SIG₂~b&SIG₂~b|			2992	SIG₂~b SIG₂~b
1914	𒸋	|SILA3~ax1(N57)|	SILA3-A TIMES ONE-N57			|SILA₃~a×1(N57)|			3068	SILA₃~a 1(N57)
1915	𒸌	|SILA3~ax1(N58)|	SILA3-A TIMES ONE-N58			|SILA₃~a×1(N58)|			3069	SILA₃~a 1(N58)
1916	𒸍	|SILA3~axA|	SILA3-A TIMES A			|SILA₃~a×A|			3043	SILA₃~a A
1917	𒸎	|SILA3~axAMAR|	SILA3-A TIMES AMAR			|SILA₃~a×AMAR|			3044	SILA₃~a AMAR
1918	𒸏	|SILA3~axDUG~a|	SILA3-A TIMES DUG-A	rename		|SILA₃~a~v1×DUG~a|	PROTO-CUNEIFORM SIGN SILA3-A VARIANT 1 TIMES DUG-A		3096	--SILA₃~a~v1 DUG~a
1918.1	𒸐	|SILA3~axDUG~a|	SILA3-A TIMES DUG-A VARIANT 1			|SILA₃~a×DUG~a|~v1			3046	SILA₃~a DUG~a
1919	𒸑	|SILA3~axDUG~b|	SILA3-A TIMES DUG-B	remove		|SILA₃~a×DUG~b|			3047	
1920	𒸒	|SILA3~axGA~a|	SILA3-A TIMES GA-A	rename		|SILA₃~a×GA~a~v3|	PROTO-CUNEIFORM SIGN SILA3-A TIMES GA-A VARIANT 3		3049	SILA₃~a GA~a~v3
1921	𒸓	|SILA3~axGARA2~a|	SILA3-A TIMES GARA2-A			|SILA₃~a×GARA₂~a|			3050	SILA₃~a GARA₂~a
1922	𒸔	|SILA3~axGESZTU~a|	SILA3-A TIMES GESHTU-A	rename		|SILA₃~a×GEŠTU~a~v2|	PROTO-CUNEIFORM SIGN SILA3-A TIMES GESHTU-A VARIANT 2		3052	SILA₃~a GEŠTU~a~v2
1923	𒸕	|SILA3~axGESZTU~c3|	SILA3-A TIMES GESHTU-C3			|SILA₃~a×GEŠTU~c3|			3053	SILA₃~a GEŠTU~c3
1924	𒸖	|SILA3~axGESZTU~c5|	SILA3-A TIMES GESHTU-C5			|SILA₃~a×GEŠTU~c5|			3054	SILA₃~a GEŠTU~c5
1925	𒸗	|SILA3~axHASZHUR|	SILA3-A TIMES HASHHUR			|SILA₃~a×HAŠHUR|			3055	SILA₃~a HAŠHUR
1926	𒸘	|SILA3~axHI|	SILA3-A TIMES HI			|SILA₃~a×HI|			3056	SILA₃~a HI
1927	𒸙	|SILA3~axHI@g~a|	SILA3-A TIMES HI GUNU-A			|SILA₃~a×HI@g~a|			3057	SILA₃~a HI@g~a
1928	𒸚	|SILA3~axIB~a|	SILA3-A TIMES IB-A			|SILA₃~a×IB~a|			3058	SILA₃~a IB~a
1929	𒸛	|SILA3~axKASZ~a|	SILA3-A TIMES KASH-A			|SILA₃~a×KAŠ~a|			3059	SILA₃~a KAŠ~a
1930	𒸜	|SILA3~axKASZ~c|	SILA3-A TIMES KASH-C			|SILA₃~a×KAŠ~c|			3060	SILA₃~a KAŠ~c
1931	𒸝	|SILA3~axKASZ~d|	SILA3-A TIMES KASH-D			|SILA₃~a×KAŠ~d|			3061	SILA₃~a KAŠ~d
1932	𒸞	|SILA3~axKU6~a|	SILA3-A TIMES KU6-A			|SILA₃~a×KU₆~a|			3062	SILA₃~a KU₆~a
1933	𒸟	|SILA3~axKUR~a|	SILA3-A TIMES KUR-A			|SILA₃~a×KUR~a|			3063	SILA₃~a KUR~a
1934	𒸠	|SILA3~axMA|	SILA3-A TIMES MA	rename		|SILA₃~a×MA~v1|	PROTO-CUNEIFORM SIGN SILA3-A TIMES MA VARIANT 1		3065	SILA₃~a MA~v1
1935	𒸡	|SILA3~axMASZ|	SILA3-A TIMES MASH			|SILA₃~a×MAŠ|			3066	SILA₃~a MAŠ
1936	𒸢	|SILA3~axNAGA~a|	SILA3-A TIMES NAGA-A			|SILA₃~a×NAGA~a|			3070	SILA₃~a NAGA~a
1937	𒸣	|SILA3~axNI~a|	SILA3-A TIMES NI-A			|SILA₃~a×NI~a|			3071	SILA₃~a NI~a
1938	𒸤	|SILA3~axNUN~b|	SILA3-A TIMES NUN-B			|SILA₃~a×NUN~b|			3072	SILA₃~a NUN~b
1939	𒸥	|SILA3~axSZE~a|	SILA3-A TIMES SHE-A			|SILA₃~a×ŠE~a|			3077	SILA₃~a ŠE~a
1940	𒸦	|SILA3~axSZE~a@t|	SILA3-A TIMES SHE-A TENU			|SILA₃~a×ŠE~a@t|			3078	SILA₃~a ŠE~a@t
1941	𒸧	|SILA3~axSZU|	SILA3-A TIMES SHU			|SILA₃~a×ŠU|			3079	SILA₃~a ŠU
1942	𒸨	|SILA3~axSZU2|	SILA3-A TIMES SHU2	rename		|SILA₃~a×ŠU₂~b|	PROTO-CUNEIFORM SIGN SILA3-A TIMES SHU2-B		3081	SILA₃~a ŠU₂~b
1943	𒸩	|SILA3~axSUHUR|	SILA3-A TIMES SUHUR			|SILA₃~a×SUHUR|			3073	SILA₃~a SUHUR
1944	𒸪	|SILA3~axSUM~a|	SILA3-A TIMES SUM-A	rename		|SILA₃~a×SUM~a~v1|	PROTO-CUNEIFORM SIGN SILA3-A TIMES SUM-A VARIANT 1		3075	SILA₃~a SUM~a~v1
1945	𒸫	|SILA3~axSUM~b|	SILA3-A TIMES SUM-B			|SILA₃~a×SUM~b|			3076	SILA₃~a SUM~b
1946	𒸬	|SILA3~axX|	SILA3-A TIMES X			|SILA₃~a×X|			3083	SILA₃~a --X
1947	𒸭	|SILA3~axZATU629|	SILA3-A TIMES ZATU629	rename		|SILA₃~a×ZATU629~v1|	PROTO-CUNEIFORM SIGN SILA3-A TIMES ZATU629 VARIANT 1		3085	SILA₃~a ZATU629~v1
1948	𒸮	|SILA3~axZATU646|	SILA3-A TIMES ZATU646			|SILA₃~a×ZATU646|			3086	SILA₃~a ZATU646
1949	𒸯	|SILA3~ax(ZATU659.TU~c)|	SILA3-A TIMES ZATU659 BESIDE TU-C	rename		|SILA₃~a×(ZATU659.TU~c~v1)|	PROTO-CUNEIFORM SIGN SILA3-A TIMES ZATU659 PLUS TU-C VARIANT 1		3088	SILA₃~a ZATU659 --TU~c~v1
1950	𒸰	|SILA3~bxDUG~a|	SILA3-B TIMES DUG-A	remove		|SILA₃~b×DUG~a|			3098	
1951	𒸱	|SILA3~bxGUG2|	SILA3-B TIMES GUG2			|SILA₃~b×GUG₂|			3099	SILA₃~b GUG₂
1952	𒸲	|SILA3~bxNAGA~b|	SILA3-B TIMES NAGA-B			|SILA₃~b×NAGA~b|			3100	SILA₃~b NAGA~b
1953	𒸳	|SILA3~bxNI~a|	SILA3-B TIMES NI-A	rename		|SILA₃~c×NI~a|	PROTO-CUNEIFORM SIGN SILA3-C TIMES NI-A		3104	SILA₃~c NI~a
1954	𒸴	|SILA3~bxNI~b|	SILA3-B TIMES NI-B			|SILA₃~b×NI~b|			3102	SILA₃~b NI~b
1955	𒸵	|SILA3~cxSZU|	SILA3-C TIMES SHU			|SILA₃~c×ŠU|			3105	SILA₃~c ŠU
1956	𒸶	|SILA3~cxZATU687|	SILA3-C TIMES ZATU687			|SILA₃~c×ZATU687|			3106	SILA₃~c ZATU687
1957	𒸷	|SILA3~dxNI~a|	SILA3-D TIMES NI-A			|SILA₃~d×NI~a|			3108	--SILA₃~d NI~a
1958	𒸸	|SU~ax1(N58)|	SU-A TIMES ONE-N58			|SU~a×1(N58)|			3122	SU~a 1(N58)
1959	𒸹	|(SUKUD+SUKUD)~a|	SUKUD JOINING SUKUD FORM A			|(SUKUD+SUKUD)~a|			3145	|SUKUD+SUKUD|
1960	𒸺	|(SUKUD+SUKUD)~b|	SUKUD JOINING SUKUD FORM B			|(SUKUD+SUKUD)~b|			3147	|SUKUD+SUKUD|
1961	𒸻	|(SUKUD+SUKUD)~c|	SUKUD JOINING SUKUD FORM C	remove		|(SUKUD+SUKUD)~c|			3149	
1962	𒸼	|(SUKUD+SUKUD)~d|	SUKUD JOINING SUKUD FORM D			|(SUKUD+SUKUD)~d|			3150	|SUKUD+SUKUD|
1963	𒸽	|TA~dxMASZ|	TA-D TIMES MASH			|TA~d×MAŠ|			3377	TA~d MAŠ
1964	𒸾	|TUG2~a.(BAD&BAD)|	TUG2-A BESIDE BAD OVER BAD			|TUG₂~a.(BAD&BAD)|			3421	TUG₂~a |BAD&BAD|
1965	𒸿	|TURxX|	TUR TIMES X	remove		|TUR~v1×X|			3449	
1966	𒹀	|TUR3~bxTAK4~a|	TUR3-B TIMES TAK4-A	remove		|TUR₃~b×TAK₄~a|			3460	
1967	𒹁	|U4x1(N01)|	U4 TIMES ONE-N1			|U₄×1(N01)|			3483	U₄ 1(N01)
1968	𒹂	|U4x1(N01).5(N08)|	U4 TIMES ONE-N1 BESIDE FIVE-N8			|U₄×1(N01).5(N08)|			3484	U₄ 1(N01) 5(N08)
1969	𒹃	|U4x1(N01@f)|	U4 TIMES ONE-N1 FLAT	remove		|U₄×1(N01@f)|			3488	
1970	𒹄	|U4.1(N08)|	U4 BESIDE ONE-N8			|U₄.1(N08)|			3466	U₄ 1(N08)
1971	𒹅	|U4.1(N14)|	U4 BESIDE ONE-N14			|U₄.1(N14)|			3475	U₄ 1(N14)
1972	𒹆	|U4x1(N14)|	U4 TIMES ONE-N14			|U₄×1(N14)|			3504	U₄ 1(N14)
1973	𒹇	|U4x(1(N14).2(N01))|	U4 TIMES ONE-N14 BESIDE TWO-N1			|U₄×(1(N14).2(N01))|			3506	U₄ 1(N14) 2(N01)
1974	𒹈	|U4.(1(N14).3(N08))|	U4 BESIDE ONE-N14 BESIDE THREE-N8			|U₄.(1(N14).3(N08))|			3476	U₄ 1(N14) 3(N08)
1975	𒹉	|U4x(1(N14).4(N01))|	U4 TIMES ONE-N14 BESIDE FOUR-N1			|U₄×(1(N14).4(N01))|			3509	U₄ 1(N14) 4(N01)
1976	𒹊	|U4.(1(N14).4(N08))|	U4 BESIDE ONE-N14 BESIDE FOUR-N8			|U₄.(1(N14).4(N08))|			3477	U₄ 1(N14) 4(N08)
1977	𒹋	|U4.(1(N14).5(N08))|	U4 BESIDE ONE-N14 BESIDE FIVE-N8			|U₄.(1(N14).5(N08))|			3478	U₄ 1(N14) 5(N08)
1978	𒹌	|U4x(1(N14).8(N01))|	U4 TIMES ONE-N14 BESIDE EIGHT-N1			|U₄×(1(N14).8(N01))|			3510	U₄ 1(N14) 8(N01)
1979	𒹍	|U4.(1(N14).8(N08))|	U4 BESIDE ONE-N14 BESIDE EIGHT-N8			|U₄.(1(N14).8(N08))|			3479	U₄ 1(N14) 8(N08)
1980	𒹎	|U4x1(N57)|	U4 TIMES ONE-N57			|U₄×1(N57)|			3515	U₄ 1(N57)
1981	𒹏	|U4x1(N58)@t|	U4 TIMES ONE-N58 TENU			|U₄×1(N58@t)|			3525	U₄ 1(N58@t)
1982	𒹐	|U4x2(N01)|	U4 TIMES TWO-N1			|U₄×2(N01)|			3489	U₄ 2(N01)
1983	𒹑	|U4x2(N01).2(N14)|	U4 TIMES TWO-N1 BESIDE TWO-N14			|U₄×2(N01).2(N14)|			3490	U₄ 2(N01) 2(N14)
1984	𒹒	|U4x2(N01).(2(N14).1(N08))|	U4 TIMES TWO-N1 BESIDE TWO-N14 BESIDE ONE-N8			|U₄×2(N01).(2(N14).1(N08))|			3491	U₄ 2(N01) 2(N14) 1(N08)
1985	𒹓	|U4x2(N01).X|	U4 TIMES TWO-N1 BESIDE X			|U₄×2(N01).X|			3492	U₄ 2(N01) --X
1986	𒹔	|U4.2(N08)|	U4 BESIDE TWO-N8			|U₄.2(N08)|			3467	U₄ 2(N08)
1987	𒹕	|U4.2(N14)|	U4 BESIDE TWO-N14			|U₄.2(N14)|			3480	U₄ 2(N14)
1988	𒹖	|U4x2(N14)|	U4 TIMES TWO-N14			|U₄×2(N14)|			3511	U₄ 2(N14)
1989	𒹗	|U4x(2(N14).4(N01))|	U4 TIMES TWO-N14 BESIDE FOUR-N1			|U₄×(2(N14).4(N01))|			3512	U₄ 2(N14) 4(N01)
1990	𒹘	|U4x2(N57)|	U4 TIMES TWO-N57			|U₄×2(N57)|			3516	U₄ 2(N57)
1991	𒹙	|U4x3(N01)|	U4 TIMES THREE-N1			|U₄×3(N01)|			3493	U₄ 3(N01)
1992	𒹚	|U4x3(N01).3(N08)|	U4 TIMES THREE-N1 BESIDE THREE-N8	rename		|U₄×3(N01).3(N08)~v1|	PROTO-CUNEIFORM SIGN U4 TIMES THREE-N1 BESIDE THREE-N8 VARIANT 1		3494	U₄ 3(N01) 3(N08)
1993	𒹛	|U4.3(N08)|	U4 BESIDE THREE-N8			|U₄.3(N08)|			3468	U₄ 3(N08)
1994	𒹜	|U4x(3(N14).2(N01))|	U4 TIMES THREE-N14 BESIDE TWO-N1			|U₄×(3(N14).2(N01))|			3513	U₄ 3(N14) 2(N01)
1995	𒹝	|U4x(3(N14).7(N01))|	U4 TIMES THREE-N14 BESIDE SEVEN-N1			|U₄×(3(N14).7(N01))|			3514	U₄ 3(N14) 7(N01)
1996	𒹞	|U4x3(N57)|	U4 TIMES THREE-N57			|U₄×3(N57)|			3517	U₄ 3(N57)
1997	𒹟	|U4x4(N01)|	U4 TIMES FOUR-N1			|U₄×4(N01)|			3496	U₄ 4(N01)
1998	𒹠	|U4x4(N01).2(N14)|	U4 TIMES FOUR-N1 BESIDE TWO-N14			|U₄×4(N01).2(N14)|			3497	U₄ 4(N01) 2(N14)
1999	𒹡	|U4.4(N08)|	U4 BESIDE FOUR-N8	rename		|U₄.4(N08)~v1|	PROTO-CUNEIFORM SIGN U4 BESIDE FOUR-N8 VARIANT 1		3470	U₄ 4(N08)
2000	𒹢	|U4x4(N57)|	U4 TIMES FOUR-N57			|U₄×4(N57)|			3518	U₄ 4(N57)
2001	𒹣	|U4x5(N01)|	U4 TIMES FIVE-N1			|U₄×5(N01)|			3498	U₄ 5(N01)
2002	𒹤	|U4x5(N01).1(N14)|	U4 TIMES FIVE-N1 BESIDE ONE-N14			|U₄×5(N01).1(N14)|			3499	U₄ 5(N01) 1(N14)
2003	𒹥	|U4.5(N08)|	U4 BESIDE FIVE-N8			|U₄.5(N08)|			3471	U₄ 5(N08)
2004	𒹦	|U4x5(N57)|	U4 TIMES FIVE-N57			|U₄×5(N57)|			3519	U₄ 5(N57)
2005	𒹧	|U4x6(N01)|	U4 TIMES SIX-N1			|U₄×6(N01)|			3500	U₄ 6(N01)
2006	𒹨	|U4.6(N08)|	U4 BESIDE SIX-N8			|U₄.6(N08)|			3472	U₄ 6(N08)
2007	𒹩	|U4x6(N57)|	U4 TIMES SIX-N57			|U₄×6(N57)|			3520	U₄ 6(N57)
2008	𒹪	|U4.7(N08)|	U4 BESIDE SEVEN-N8			|U₄.7(N08)|			3473	U₄ 7(N08)
2009	𒹫	|U4x7(N57)|	U4 TIMES SEVEN-N57			|U₄×7(N57)|			3521	U₄ 7(N57)
2010	𒹬	|U4x8(N01)|	U4 TIMES EIGHT-N1			|U₄×8(N01)|			3501	U₄ 8(N01)
2011	𒹭	|U4x8(N01).X|	U4 TIMES EIGHT-N1 BESIDE X			|U₄×8(N01).X|			3502	U₄ 8(N01) --X
2012	𒹮	|U4.8(N08)|	U4 BESIDE EIGHT-N8			|U₄.8(N08)|			3474	U₄ 8(N08)
2013	𒹯	|U4x8(N57)|	U4 TIMES EIGHT-N57			|U₄×8(N57)|			3522	U₄ 8(N57)
2014	𒹰	|U4x10(N57)|	U4 TIMES TEN-N57	rename		|U₄×10(N57)|	PROTO-CUNEIFORM SIGN U4 TIMES ONE-N57		3523	U₄ 10(N57)
2015	𒹱	|U4x(X(N01))|	U4 TIMES X-N1	rename		|U₄×N(N01)|	PROTO-CUNEIFORM SIGN U4 TIMES N-N1		3503	U₄ --N(N01)
2016	𒹲	|U4.SZU2|	U4 BESIDE SHU2	rename		|U₄.ŠU₂~b|	PROTO-CUNEIFORM SIGN U4 BESIDE SHU2-B		3482	U₄ ŠU₂~b
2017	𒹳	|U4xX|	U4 TIMES X			|U₄×X|			3526	U₄ --X
2018	𒹴	|U4x(X+2(N01))|	U4 TIMES X JOINING TWO-N1			|U₄×(X+2(N01))|			3527	U₄ |X+2(N01)|
2019	𒹵	|(U8xTAR)~b|	U8 TIMES TAR FORM B	rename		|U₈×TAR~b|	PROTO-CUNEIFORM SIGN U8 TIMES TAR-B		3536	U₈ --TAR~b
2020	𒹶	|(UDU~axTAR)~a|	UDU-A TIMES TAR FORM A	rename		|UDU~a×TAR~a|	PROTO-CUNEIFORM SIGN UDU-A TIMES TAR-A		5943	UDU~a TAR~a
2021	𒹷	|(UDU~axTAR)~b|	UDU-A TIMES TAR FORM B	rename		|UDU~a×TAR~b|	PROTO-CUNEIFORM SIGN UDU-A TIMES TAR-B		5944	UDU~a --TAR~b
2022	𒹸	|UKKIN~bx2(N01)|	UKKIN-B TIMES TWO-N1			|UKKIN~b×2(N01)|			5978	UKKIN~b 2(N01)
2023	𒹹	|UKKIN~bx3(N01)|	UKKIN-B TIMES THREE-N1			|UKKIN~b×3(N01)|			5979	UKKIN~b 3(N01)
2024	𒹺	|UKKIN~bx5(N01)|	UKKIN-B TIMES FIVE-N1			|UKKIN~b×5(N01)|			5980	UKKIN~b 5(N01)
2025	𒹻	|UKKIN~bxDIN|	UKKIN-B TIMES DIN			|UKKIN~b×DIN|			5974	UKKIN~b DIN
2026	𒹼	|UKKIN~bx(DIN.1(N01))|	UKKIN-B TIMES DIN BESIDE ONE-N1	rename		|UKKIN~b×(DIN.1(N01))|	PROTO-CUNEIFORM SIGN UKKIN-B TIMES DIN PLUS ONE-N1		5975	UKKIN~b DIN 1(N01)
2027	𒹽	|UKKIN~bxDUG~a|	UKKIN-B TIMES DUG-A	remove		|UKKIN~b×DUG~a|			5976	
2028	𒹾	|UKKIN~bxHI@g~a|	UKKIN-B TIMES HI GUNU-A			|UKKIN~b×HI@g~a|			5977	UKKIN~b HI@g~a
2029	𒹿	|UKKIN~bxNI~a|	UKKIN-B TIMES NI-A			|UKKIN~b×NI~a|			5981	UKKIN~b NI~a
2030	𒺀	|UKKIN~bxX|	UKKIN-B TIMES X			|UKKIN~b×X|			5982	UKKIN~b --X
2031	𒺁	|UNUG~axA@t|	UNUG-A TIMES A TENU	rename		|UNUG~a~v1×A@t|	PROTO-CUNEIFORM SIGN UNUG-A VARIANT 1 TIMES A TENU		5999	UNUG~a~v1 A@t
2032	𒺂	|UR~axKAR2|	UR-A TIMES KAR2	rename		|UR~a×KAR₂~b|	PROTO-CUNEIFORM SIGN UR-A TIMES KAR2-B		6008	UR~a KAR₂~b
2033	𒺃	|UR2x1(N57)|	UR2 TIMES ONE-N57			|UR₂×1(N57)|			6014	UR₂ 1(N57)
2034	𒺄	|UR2xTAR|	UR2 TIMES TAR	rename		|UR₂×TAR~c|	PROTO-CUNEIFORM SIGN UR2 TIMES TAR-C		6016	UR₂ --TAR~c
2035	𒺅	|UR3~b1xMASZ|	UR3-B1 TIMES MASH			|UR₃~b1×MAŠ|			6027	UR₃~b1 MAŠ
2036	𒺆	|URI3~a+IB~a|	URI3-A JOINING IB-A	remove		|URI₃~a+IB~a|			6041	
2037	𒺇	|URU~a1x1(N57)|	URU-A1 TIMES ONE-N57			|URU~a1×1(N57)|			6065	URU~a1 1(N57)
2038	𒺈	|URU~a1x2(N57)|	URU-A1 TIMES TWO-N57			|URU~a1×2(N57)|			6066	URU~a1 2(N57)
2039	𒺉	|URU~a1xA|	URU-A1 TIMES A	remove		|URU~a1×A|			6059	
2040	𒺊	|URU~a1xAMAR|	URU-A1 TIMES AMAR	rename		|URU~a1×AMAR~v2|	PROTO-CUNEIFORM SIGN URU-A1 TIMES AMAR VARIANT 2		6061	URU~a1 AMAR~v2
2041	𒺋	|URU~a1xGU4|	URU-A1 TIMES GU4			|URU~a1×GU₄|			6062	URU~a1 GU₄
2042	𒺌	|URU~a1xHI@g~a|	URU-A1 TIMES HI GUNU-A			|URU~a1×HI@g~a|			6063	URU~a1 HI@g~a
2043	𒺍	|URU~a1xNIMGIR|	URU-A1 TIMES NIMGIR			|URU~a1×NIMGIR|			6068	URU~a1 NIMGIR
2044	𒺎	|URU~a1xU4|	URU-A1 TIMES U4			|URU~a1×U₄|			6069	URU~a1 U₄
2045	𒺏	|URU~a1xX|	URU-A1 TIMES X			|URU~a1×X|			6070	URU~a1 --X
2046	𒺐	|URU~a2x1(N58)|	URU-A2 TIMES ONE-N58			|URU~a2×1(N58)|			6074	URU~a2 1(N58)
2047	𒺑	|URU~a3xKALAM~a|	URU-A3 TIMES KALAM-A			|URU~a3×KALAM~a|			6076	--URU~a3 KALAM~a
2048	𒺒	|USZ~a&USZ~a|	USH-A OVER USH-A			|UŠ~a&UŠ~a|			6096	UŠ~a UŠ~a
2049	𒺓	|USZ~bxTAR~c|	USH-B TIMES TAR-C	rename		|UŠ~b~v2×TAR~c|	PROTO-CUNEIFORM SIGN USH-B VARIANT 2 TIMES TAR-C		6104	--UŠ~b~v2 --TAR~c
2049.1	𒺔	|USZ~bxTAR~c|	USH-B TIMES TAR-C VARIANT 1	rename		|UŠ~b×TAR~c|	PROTO-CUNEIFORM SIGN USH-B TIMES TAR-C		6098	UŠ~b --TAR~c
2050	𒺕	|USZ~bxTAR~d|	USH-B TIMES TAR-D	remove		|UŠ~b×TAR~d|			6100	
2051	𒺖	|USZ~b&USZ~b|	USH-B OVER USH-B			|UŠ~b&UŠ~b|			6101	UŠ~b UŠ~b
2052	𒺗	|ZATU644~ax1(N14)|	ZATU644-A TIMES ONE-N14			|ZATU644~a×1(N14)|			6833	ZATU644~a 1(N14)
2053	𒺘	|ZATU651xAN|	ZATU651 TIMES AN			|ZATU651×AN|			6844	ZATU651 AN
2054	𒺙	|ZATU651xEN~a|	ZATU651 TIMES EN-A	rename		|ZATU651×EN~a~v2|	PROTO-CUNEIFORM SIGN ZATU651 TIMES EN-A VARIANT 2		6847	ZATU651 EN~a~v2
2055	𒺚	|ZATU651xGAR|	ZATU651 TIMES GAR			|ZATU651×GAR|			6848	ZATU651 GAR
2056	𒺛	|ZATU651xMA|	ZATU651 TIMES MA			|ZATU651×MA|			6849	ZATU651 MA
2057	𒺜	|ZATU651xNUN~a|	ZATU651 TIMES NUN-A			|ZATU651×NUN~a|			6851	ZATU651 NUN~a
2058	𒺝	|ZATU651xSZE~a|	ZATU651 TIMES SHE-A	rename		|ZATU651~v2×ŠE~a|	PROTO-CUNEIFORM SIGN ZATU651 VARIANT 2 TIMES SHE-A		6859	ZATU651~v2 ŠE~a
2059	𒺞	|ZATU651xX|	ZATU651 TIMES X			|ZATU651×X|			6854	ZATU651 --X
2060	𒺟	|ZATU651xZAR~c|	ZATU651 TIMES ZAR-C			|ZATU651×ZAR~c|			6856	ZATU651 ZAR~c
2061	𒺠	|ZATU659x1(N01)|	ZATU659 TIMES ONE-N1			|ZATU659×1(N01)|			6869	ZATU659 1(N01)
2062	𒺡	|ZATU659x1(N14)|	ZATU659 TIMES ONE-N14			|ZATU659×1(N14)|			6870	ZATU659 1(N14)
2063	𒺢	|ZATU659x1(N58)@t|	ZATU659 TIMES ONE-N58 TENU			|ZATU659×1(N58@t)|			6872	ZATU659 1(N58@t)
2064	𒺣	|ZATU662x1(N14)|	ZATU662 TIMES ONE-N14			|ZATU662×1(N14)|			6877	ZATU662 1(N14)
2064.1	𒺤	|ZATU662x1(N14)|	ZATU662 TIMES ONE-N14 VARIANT 1	rename		|ZATU662~v1×1(N14)|	PROTO-CUNEIFORM SIGN ZATU662 VARIANT 1 TIMES ONE-N14		6882	ZATU662~v1 1(N14)
2064.2	𒺥	|ZATU662x1(N14)|	ZATU662 TIMES ONE-N14 VARIANT 2	rename		|ZATU662~v2×1(N14)|	PROTO-CUNEIFORM SIGN ZATU662 VARIANT 2 TIMES ONE-N14		6884	ZATU662~v2 1(N14)
2065	𒺦	|ZATU711xHI@g~a|	ZATU711 TIMES HI GUNU-A	rename		|ZATU711~v1×HI@g~a|	PROTO-CUNEIFORM SIGN ZATU711 VARIANT 1 TIMES HI GUNU-A		6984	ZATU711~v1 HI@g~a
2066	𒺧	|ZATU711xX|	ZATU711 TIMES X	rename		|ZATU711~v1×X|	PROTO-CUNEIFORM SIGN ZATU711 VARIANT 1 TIMES X		6985	ZATU711~v1 --X
2067	𒺨	|ZATU714xHI@g~a|	ZATU714 TIMES HI GUNU-A			|ZATU714×HI@g~a|			6991	ZATU714 HI@g~a
2068	𒺩	|ZATU714.RU|	ZATU714 BESIDE RU			|ZATU714.RU|			6989	ZATU714 RU
2069	𒺪	|ZATU714xX|	ZATU714 TIMES X			|ZATU714×X|			6992	ZATU714 --X
2070	𒺫	|ZATU737xAB~a|	ZATU737 TIMES AB-A			|ZATU737×AB~a|			7029	ZATU737 AB~a
2071	𒺬	|ZATU737xBU~a|	ZATU737 TIMES BU-A			|ZATU737×BU~a|			7031	ZATU737 BU~a
2072	𒺭	|ZATU737xBUR~a|	ZATU737 TIMES BUR-A			|ZATU737×BUR~a|			7033	ZATU737 BUR~a
2073	𒺮	|ZATU737xDI|	ZATU737 TIMES DI			|ZATU737×DI|			7034	ZATU737 DI
2073.1	𒺯	|ZATU737xDI|	ZATU737 VARIANT 2 TIMES DI			|ZATU737~v2×DI|			7070	ZATU737~v2 DI
2074	𒺰	|ZATU737xE~a|	ZATU737 TIMES E-A			|ZATU737×E~a|			7036	ZATU737 E~a
2075	𒺱	|ZATU737xEN~a|	ZATU737 TIMES EN-A	rename		|ZATU737×EN~a~v2|	PROTO-CUNEIFORM SIGN ZATU737 TIMES EN-A VARIANT 2		7039	ZATU737 EN~a~v2
2076	𒺲	|ZATU737xEN~b|	ZATU737 TIMES EN-B	rename		|ZATU737~v1×EN~b~v1|	PROTO-CUNEIFORM SIGN ZATU737 VARIANT 1 TIMES EN-B VARIANT 1		7067	ZATU737~v1 EN~b~v1
2077	𒺳	|ZATU737xGAR|	ZATU737 TIMES GAR			|ZATU737×GAR|			7041	ZATU737 GAR
2077.1	𒺴	|ZATU737xGAR|	ZATU737 TIMES GAR VARIANT 1	rename		|ZATU737~v1×GAR|	PROTO-CUNEIFORM SIGN ZATU737 VARIANT 1 TIMES GAR		7068	ZATU737~v1 GAR
2078	𒺵	|ZATU737xNI~a@g|	ZATU737 TIMES NI-A GUNU			|ZATU737×NI~a@g|			7044	ZATU737 NI~a@g
2079	𒺶	|ZATU737xNIMGIR|	ZATU737 TIMES NIMGIR			|ZATU737×NIMGIR|			7046	ZATU737 NIMGIR
2080	𒺷	|ZATU737xSAL|	ZATU737 TIMES SAL	rename		|ZATU737~v3×SAL|	PROTO-CUNEIFORM SIGN ZATU737 VARIANT 3 TIMES SAL		7075	--ZATU737~v3 SAL
2081	𒺸	|ZATU737xSZE~a|	ZATU737 TIMES SHE-A			|ZATU737×ŠE~a|			7051	ZATU737 ŠE~a
