id_text	accession_no	accounting_period	acquisition_history	alternative_years	ark_number	atf_source	atf_up	author	author_remarks	cdli_collation	cdli_comments	citation	collection	composite_id	condition_description	date_entered	date_of_origin	date_remarks	date_updated	dates_referenced	db_source	designation	dumb	dumb2	electronic_publication	elevation	excavation_no	external_id	findspot_remarks	findspot_square	genre	google_earth_collection	google_earth_provenience	height	id	id_text2	id_text_int	join_information	language	lineart_up	material	museum_no	object_preservation	object_type	period	period_remarks	photo_up	primary_publication	provenience	provenience_remarks	publication_date	publication_history	published_collation	seal_id	seal_information	stratigraphic_level	subgenre	subgenre_remarks	surface_preservation	text_remarks	thickness	translation_source	width	object_remarks
P001008					21198/zz001qgzcw	Englund, Robert K.		Englund, Robert K.	25x44x19; same locus as W 9070; 3.1.1931.				Vorderasiatisches Museum, Berlin, Germany			12/4/2001			10/20/2018		20011204 protocuneiform_catalogue	ATU 5, pl. 034, W 9071,e					W 09071,e		2 m östlich der Reste der Nordostfornt des Kalksteintempels, 1 m unter der Höhe der Traufpflaster der Schicht III// t.a.q. IIIc	Pe/Qa XVI,2 ?	Administrative			25	942	0	1008		undetermined	150ppi 20160630	clay	VAT 17851, a		tablet	Uruk IV (ca. 3350-3200 BC)			ATU 5, pl. 034, W 9071,e	Uruk (mod. Warka)		1994										19	no translation	44		
P001009					21198/zz001qgzdd	Englund, Robert K.		Englund, Robert K.	28x53x16; same locus as W 9070; ATU 1, 424; 3.1.1931.				Vorderasiatisches Museum, Berlin, Germany			12/4/2001			10/20/2018		20011204 protocuneiform_catalogue	ATU 5, pl. 034, W 9071,f					W 09071,f		2 m östlich der Reste der Nordostfornt des Kalksteintempels, 1 m unter der Höhe der Traufpflaster der Schicht III// t.a.q. IIIc	Pe/Qa XVI,2 ?	Administrative			28	943	0	1009		undetermined	150ppi 20160630	clay	VAT 15203		tablet	Uruk IV (ca. 3350-3200 BC)			ATU 5, pl. 034, W 9071,f	Uruk (mod. Warka)		1994	ATU 1, 424									16	no translation	53		
P001010					21198/zz001qgzfx	Englund, Robert K.		Englund, Robert K.	45x42x27; same locus as W 9070; 3.1.1931; VAT number written above stricken VAT 17799.				Vorderasiatisches Museum, Berlin, Germany			12/4/2001			10/20/2018		20011204 protocuneiform_catalogue	ATU 5, pl. 034, W 9071,g					W 09071,g		2 m östlich der Reste der Nordostfornt des Kalksteintempels, 1 m unter der Höhe der Traufpflaster der Schicht III// t.a.q. IIIc	Pe/Qa XVI,2 ?	Administrative			45	944	0	1010		undetermined	150ppi 20160630	clay	VAT 15150		tablet	Uruk IV (ca. 3350-3200 BC)			ATU 5, pl. 034, W 9071,g	Uruk (mod. Warka)		1994										27	no translation	42		
P001011					21198/zz001qgzgf	Englund, Robert K.		Englund, Robert K.	28x18x15; same locus as W 9070; ATU 1, 442; 3.1.1931; ""W 9079,h is written on tablet.				Vorderasiatisches Museum, Berlin, Germany			12/4/2001			10/20/2018		20011204 protocuneiform_catalogue	ATU 5, pl. 034, W 9071,h					W 09071,h		2 m östlich der Reste der Nordostfornt des Kalksteintempels, 1 m unter der Höhe der Traufpflaster der Schicht III// t.a.q. IIIc	Pe/Qa XVI,2 ?	Administrative			28	945	0	1011		undetermined	150ppi 20160630	clay	VAT 15147		tablet	Uruk IV (ca. 3350-3200 BC)			ATU 5, pl. 034, W 9071,h	Uruk (mod. Warka)		1994	ATU 1, 442									15	no translation	18		
P001012					21198/zz001qgzhz	no atf		nn					Vorderasiatisches Museum, Berlin, Germany			12/4/2001			10/20/2018		20011204 protocuneiform_catalogue	VA — ?					W 09071,i		2 m östlich der Reste der Nordostfornt des Kalksteintempels, 1 m unter der Höhe der Traufpflaster der Schicht III// t.a.q. IIIc	Pe/Qa XVI,2	Administrative			?	946	0	1012		undetermined		clay	VA — ?		tablet	Uruk III (ca. 3200-3000 BC)			unpublished unassigned ?	Uruk (mod. Warka)		nd										?	no translation	?		
P001015					21198/zz001qgzmh	no atf		nn					Vorderasiatisches Museum, Berlin, Germany			12/4/2001			10/20/2018		20011204 protocuneiform_catalogue	VA — ?					W 09071,m		2 m östlich der Reste der Nordostfornt des Kalksteintempels, 1 m unter der Höhe der Traufpflaster der Schicht III// t.a.q. IIIc	Pe/Qa XVI,2	Administrative			?	949	0	1015		undetermined		clay	VA — ?		tablet	Uruk III (ca. 3200-3000 BC)			unpublished unassigned ?	Uruk (mod. Warka)		nd										?	no translation	?		
P001017					21198/zz001qgzpj	no atf		nn					Vorderasiatisches Museum, Berlin, Germany			12/4/2001			10/20/2018		20011204 protocuneiform_catalogue	VA — ?					W 09071,o		2 m östlich der Reste der Nordostfornt des Kalksteintempels, 1 m unter der Höhe der Traufpflaster der Schicht III// t.a.q. IIIc	Pe/Qa XVI,2	Administrative			?	951	0	1017		undetermined		clay	VA — ?		tablet	Uruk III (ca. 3200-3000 BC)			unpublished unassigned ?	Uruk (mod. Warka)		nd										?	no translation	?		
P001018					21198/zz001qgzq2	Englund, Robert K.		Englund, Robert K. & Nissen, Hans J.	Pe/Qa XVI,2, 2 m östlich der Reste der Nordostfornt des Kalksteintempels, 1 m unter der Höhe der Traufpflaster der Schicht III; 4?; kleines Fragment mit Spuren eines Zeichens, 4.94 im VAM gefunden.				Vorderasiatisches Museum, Berlin, Germany			12/4/2001			10/20/2018		20011204 protocuneiform_catalogue	ATU 6, pl. 001, W 9071,p					W 09071,p		2 m östlich der Reste der Nordostfornt des Kalksteintempels, 1 m unter der Höhe der Traufpflaster der Schicht III// t.a.q. IIIc	Pe/Qa XVI,2	Administrative			17	952	0	1018		undetermined	150ppi 20160630	clay	VAT 21511		tablet	Uruk III (ca. 3200-3000 BC)			ATU 6, pl. 001, W 9071,p	Uruk (mod. Warka)		2005										13	no translation	12		
P001019					21198/zz001qgzrk	Englund, Robert K.		Englund, Robert K.	12x12x8; same locus as W 9070; 3.1.1931.				Vorderasiatisches Museum, Berlin, Germany			12/4/2001			10/20/2018		20011204 protocuneiform_catalogue	ATU 5, pl. 034, W 9071,q					W 09071,q		2 m östlich der Reste der Nordostfornt des Kalksteintempels, 1 m unter der Höhe der Traufpflaster der Schicht III// t.a.q. IIIc	Pe/Qa XVI,2	Administrative			12	953	0	1019		undetermined	150ppi 20160630	clay	VAT 21413		tablet	Uruk III (ca. 3200-3000 BC)			ATU 5, pl. 034, W 9071,q	Uruk (mod. Warka)		1994										8	no translation	12		
P001020					21198/zz001qgzs3	Englund, Robert K.		Englund, Robert K.	11x8x10; same locus as W 9070; 3.1.1931.				Vorderasiatisches Museum, Berlin, Germany			12/4/2001			10/20/2018		20011204 protocuneiform_catalogue	ATU 5, pl. 034, W 9071,r					W 09071,r		2 m östlich der Reste der Nordostfornt des Kalksteintempels, 1 m unter der Höhe der Traufpflaster der Schicht III// t.a.q. IIIc	Pe/Qa XVI,2	Administrative			11	954	0	1020		undetermined	150ppi 20160630	clay	VAT 21412		tablet	Uruk III (ca. 3200-3000 BC)			ATU 5, pl. 034, W 9071,r	Uruk (mod. Warka)		1994										10	no translation	8		
P001021					21198/zz001qgztm	Englund, Robert K.		Englund, Robert K.	72x50x27; Qa XVI,3, below the leveling of level III, 1.5 m above the height of the base of the Limestone Temple, 4.5 m southwest of the preserved corner; ATU 1, 346; 5.1.1931; note the close parallels between the first five cases of the obverse and revers				Vorderasiatisches Museum, Berlin, Germany			12/4/2001			10/20/2018		20011204 protocuneiform_catalogue	ATU 5, pl. 035, W 9123,a1					W 09123,a1		unter der Abgleichung der Schicht III, 1,5 m über der Höhe des Kalksteinsockels, 4,5 m SW von erhaltener Ecke// t.a.q. IIIc	Qa XVI,3	Administrative			72	955	0	1021		undetermined	150ppi 20160630	clay	VAT 15006		tablet	Uruk IV (ca. 3350-3200 BC)			ATU 5, pl. 035, W 9123,a1	Uruk (mod. Warka)		1994	ATU 1, 346									27	no translation	50		
P001022					21198/zz001qgzv4	Englund, Robert K.		Englund, Robert K.	58x57x23; same locus as W 9123,a1; 5.1.1931; ""waster of a lexical list?				Vorderasiatisches Museum, Berlin, Germany			12/4/2001			10/20/2018		20011204 protocuneiform_catalogue	ATU 5, pl. 035, W 9123,a2					W 09123,a2		unter der Abgleichung der Schicht III, 1,5 m über der Höhe des Kalksteinsockels, 4,5 m SW von erhaltener Ecke	Qa XVI,3	Administrative			58	956	0	1022		undetermined	150ppi 20160630	clay	VAT 15198		tablet	Uruk IV (ca. 3350-3200 BC)			ATU 5, pl. 035, W 9123,a2	Uruk (mod. Warka)		1994										23	no translation	57		
P001023					21198/zz001qgzwn	Englund, Robert K.		Englund, Robert K.	39x27x15; same locus as W 9123,a1; ATU 1, 27; 5.1.1931; receipt for the probable delivery of a cow, cp. the texts W 9123,c, 9169,f, 9579,cs, 9579,cz, and the account W 7227,a (cows); W 9579,da and 9656,in (calves); W 9123,e, 9335,a, 9335,o, 9579,av, 9579,				Vorderasiatisches Museum, Berlin, Germany			12/4/2001			10/20/2018		20011204 protocuneiform_catalogue	ATU 5, pl. 035, W 9123,b					W 09123,b		unter der Abgleichung der Schicht III, 1,5 m über der Höhe des Kalksteinsockels, 4,5 m SW von erhaltener Ecke// t.a.q. IIIc	Qa XVI,3	Administrative			39	957	0	1023		undetermined	150ppi 20160630	clay	VAT 14716		tablet	Uruk IV (ca. 3350-3200 BC)		600ppi 20160630	ATU 5, pl. 035, W 9123,b	Uruk (mod. Warka)		1994	ATU 1, 27; copy published R. Englund in J. Bauer, R. Englund and M. Krebernik, OBO 160/1 (Freiburg Switzerland 1998) 154 fig. 52									15	no translation	27		
P001024					21198/zz001qgzx5	Englund, Robert K.		Englund, Robert K.	38x28x15; same locus as W 9123,a1; ATU 1, 37; M. Lambert, Archéologia 12 (9-10.1966) 29; 5.1.1931; see the remarks to W 9123,b.				Vorderasiatisches Museum, Berlin, Germany			12/4/2001			10/20/2018		20011204 protocuneiform_catalogue	ATU 5, pl. 035, W 9123,c					W 09123,c		unter der Abgleichung der Schicht III, 1,5 m über der Höhe des Kalksteinsockels, 4,5 m SW von erhaltener Ecke// t.a.q. IIIc	Qa XVI,3	Administrative			38	958	0	1024		undetermined	150ppi 20160630	clay	VAT 14682		tablet	Uruk IV (ca. 3350-3200 BC)			ATU 5, pl. 035, W 9123,c	Uruk (mod. Warka)		1994	ATU 1, 37; M. Lambert, Archeologia 12, 9-10, 1966, 29; copy published R. Englund in J. Bauer, R. Englund and M. Krebernik, OBO 160/1 (Freiburg Switzerland 1998) 154 fig. 52; Woods, Christpher, OIMP 32 (2015) 073									15	no translation	28		
P001025					21198/zz001qgzzp	Englund, Robert K.		Englund, Robert K.	40x29x14; same locus as W 9123,a1; ATU 1, 48; 5.1.1931; see the remarks to W 9123,b.			J. Bauer, AfO 48/49 (2001/2002) 172	Vorderasiatisches Museum, Berlin, Germany			12/4/2001			10/20/2018		20011204 protocuneiform_catalogue	ATU 5, pl. 035, W 9123,e					W 09123,e		unter der Abgleichung der Schicht III, 1,5 m über der Höhe des Kalksteinsockels, 4,5 m SW von erhaltener Ecke// t.a.q. IIIc	Qa XVI,3	Administrative			40	959	0	1025		undetermined	150ppi 20160630	clay	VAT 14691		tablet	Uruk IV (ca. 3350-3200 BC)			ATU 5, pl. 035, W 9123,e	Uruk (mod. Warka)		1994	ATU 1, 48; copy published R. Englund in J. Bauer, R. Englund and M. Krebernik, OBO 160/1 (Freiburg Switzerland 1998) 154 fig. 52									14	no translation	29		
P001026					21198/zz001qh004	Englund, Robert K.		Englund, Robert K.	60x44x27; same locus as W 9123,a1; ATU 1, 250; 5.1.1931.				Vorderasiatisches Museum, Berlin, Germany			12/4/2001			10/20/2018		20011204 protocuneiform_catalogue	ATU 5, pl. 035, W 9123,f+					W 09123,f + W 09312,p		unter der Abgleichung der Schicht III, 1,5 m über der Höhe des Kalksteinsockels, 4,5 m SW von erhaltener Ecke// t.a.q. IIIc	Qa XVI,3	Administrative			60	960	0	1026	P001026 lead, single entry	undetermined	150ppi 20160630	clay	VAT 15173		tablet	Uruk IV (ca. 3350-3200 BC)			ATU 5, pl. 035, W 9123,f+	Uruk (mod. Warka)		1994	ATU 1, 250									27	no translation	44		
P001027					21198/zz001qh01n	no atf		nn					Vorderasiatisches Museum, Berlin, Germany			12/4/2001			10/20/2018		20011204 protocuneiform_catalogue	VA — ?					W 09123,g		unter der Abgleichung der Schicht III, 1,5 m über der Höhe des Kalksteinsockels// t.a.q. IIIc	Qa XVI,2	Administrative			?	961	0	1027		undetermined		clay	VA — ?		tablet	Uruk III (ca. 3200-3000 BC)			unpublished unassigned ?	Uruk (mod. Warka)		nd										?	no translation	?		
P001028					21198/zz001qh025	Englund, Robert K.		Englund, Robert K.	39x28x15; same locus as W 9123,a1; ATU 1, 22; 5.1.1931.				Vorderasiatisches Museum, Berlin, Germany			12/4/2001			10/20/2018		20011204 protocuneiform_catalogue	ATU 5, pl. 036, W 9123,h					W 09123,h		unter der Abgleichung der Schicht III, 1,5 m über der Höhe des Kalksteinsockels, 4,5 m SW von erhaltener Ecke// t.a.q. IIIc	Qa XVI,3	Administrative			39	962	0	1028		undetermined	150ppi 20160630	clay	VAT 14658		tablet	Uruk IV (ca. 3350-3200 BC)			ATU 5, pl. 036, W 9123,h	Uruk (mod. Warka)		1994	ATU 1, 22									15	no translation	28		
P001029					21198/zz001qh03p	Englund, Robert K.		Englund, Robert K.	38x41x24; same locus as W 9123,a1; 5.1.1931.				Vorderasiatisches Museum, Berlin, Germany			12/4/2001			10/20/2018		20011204 protocuneiform_catalogue	ATU 5, pl. 036, W 9123,i					W 09123,i		unter der Abgleichung der Schicht III, 1,5 m über der Höhe des Kalksteinsockels, 4,5 m SW von erhaltener Ecke// t.a.q. IIIc	Qa XVI,3	Administrative			38	963	0	1029		undetermined	150ppi 20160630	clay	VAT 15221		tablet	Uruk IV (ca. 3350-3200 BC)			ATU 5, pl. 036, W 9123,i	Uruk (mod. Warka)		1994										24	no translation	41		
P001030					21198/zz001qh046	Englund, Robert K.		Englund, Robert K.	43x30x14; same locus as W 9123,a1; ATU 1, 168; 5.1.1931.			J. Bauer, AfO 48/49 (2001/2002) 172	Vorderasiatisches Museum, Berlin, Germany			12/4/2001			10/20/2018		20011204 protocuneiform_catalogue	ATU 5, pl. 036, W 9123,k					W 09123,k		unter der Abgleichung der Schicht III, 1,5 m über der Höhe des Kalksteinsockels, 4,5 m SW von erhaltener Ecke// t.a.q. IIIc	Qa XVI,3	Administrative			43	964	0	1030		undetermined	150ppi 20160630	clay	VAT 14916		tablet	Uruk IV (ca. 3350-3200 BC)			ATU 5, pl. 036, W 9123,k	Uruk (mod. Warka)		1994	ATU 1, 168									14	no translation	30		
P001031					21198/zz001qh05q	Englund, Robert K.		Englund, Robert K.	36x41x16; same locus as W 9123,a1; ATU 1, 501; 5.1.1931.				Vorderasiatisches Museum, Berlin, Germany			12/4/2001			10/20/2018		20011204 protocuneiform_catalogue	ATU 5, pl. 036, W 9123,l					W 09123,l		unter der Abgleichung der Schicht III, 1,5 m über der Höhe des Kalksteinsockels, 4,5 m SW von erhaltener Ecke// t.a.q. IIIc	Qa XVI,3	Administrative			36	965	0	1031		undetermined	150ppi 20160630	clay	VAT 15222		tablet	Uruk IV (ca. 3350-3200 BC)			ATU 5, pl. 036, W 9123,l	Uruk (mod. Warka)		1994	ATU 1, 501									16	no translation	41		
P001032					21198/zz001qh067	Englund, Robert K.		Englund, Robert K.	33x32x16; same locus as W 9123,a1; ATU 1, 116; 5.1.1931.				Vorderasiatisches Museum, Berlin, Germany			12/4/2001			10/20/2018		20011204 protocuneiform_catalogue	ATU 5, pl. 036, W 9123,m					W 09123,m		unter der Abgleichung der Schicht III, 1,5 m über der Höhe des Kalksteinsockels, 4,5 m SW von erhaltener Ecke// t.a.q. IIIc	Qa XVI,3	Administrative			33	966	0	1032		undetermined	150ppi 20160630	clay	VAT 14655		tablet	Uruk IV (ca. 3350-3200 BC)			ATU 5, pl. 036, W 9123,m	Uruk (mod. Warka)		1994	ATU 1, 116									16	no translation	32		
P001033					21198/zz001qh07r	Englund, Robert K.		Englund, Robert K.	74x52x31; same locus as W 9123,a1; ATU 1, 328; 5.1.1931.				Vorderasiatisches Museum, Berlin, Germany			12/4/2001			10/20/2018		20011204 protocuneiform_catalogue	ATU 5, pl. 036, W 9123,n+					W 09123,n + W 09312,v		unter der Abgleichung der Schicht III, 1,5 m über der Höhe des Kalksteinsockels, 4,5 m SW von erhaltener Ecke// t.a.q. IIIc	Qa XVI,3	Administrative			74	967	0	1033	P001033 lead, single entry	undetermined	150ppi 20160630	clay	VAT 15015		tablet	Uruk IV (ca. 3350-3200 BC)			ATU 5, pl. 036, W 9123,n+	Uruk (mod. Warka)		1994	ATU 1, 328									31	no translation	52		
P001034					21198/zz001qh088	Englund, Robert K.		Englund, Robert K.	33x39x25; same locus as W 9123,a1; ATU 1, 474; 5.1.1931.				Vorderasiatisches Museum, Berlin, Germany			12/4/2001			10/20/2018		20011204 protocuneiform_catalogue	ATU 5, pl. 036, W 9123,o1					W 09123,o1		unter der Abgleichung der Schicht III, 1,5 m über der Höhe des Kalksteinsockels, 4,5 m SW von erhaltener Ecke// t.a.q. IIIc	Qa XVI,3	Administrative			33	968	0	1034		undetermined	150ppi 20160630	clay	VAT 15225		tablet	Uruk IV (ca. 3350-3200 BC)			ATU 5, pl. 036, W 9123,o1	Uruk (mod. Warka)		1994	ATU 1, 474									25	no translation	39		
P001035					21198/zz001qh09s	Englund, Robert K.		Englund, Robert K.	41x36x18; same locus as W 9123,a1; 5.1.1931; the tablet appears to contain only numerical signs in individual cases and is thus possibly a school exercise.				Vorderasiatisches Museum, Berlin, Germany			12/4/2001			10/20/2018		20011204 protocuneiform_catalogue	ATU 5, pl. 036, W 9123,o2					W 09123,o2		unter der Abgleichung der Schicht III, 1,5 m über der Höhe des Kalksteinsockels, 4,5 m SW von erhaltener Ecke	Qa XVI,3	Administrative			41	969	0	1035		undetermined	150ppi 20160630	clay	VAT 15237		tablet	Uruk IV (ca. 3350-3200 BC)			ATU 5, pl. 036, W 9123,o2	Uruk (mod. Warka)		1994										18	no translation	36		
P001036					21198/zz001qh0b9	Englund, Robert K.		Englund, Robert K.	33x31x15; same locus as W 9123,a1; ATU 1, 120; 5.1.1931.				Vorderasiatisches Museum, Berlin, Germany			12/4/2001			10/20/2018		20011204 protocuneiform_catalogue	ATU 5, pl. 036, W 9123,p					W 09123,p		unter der Abgleichung der Schicht III, 1,5 m über der Höhe des Kalksteinsockels, 4,5 m SW von erhaltener Ecke// t.a.q. IIIc	Qa XVI,3	Administrative			33	970	0	1036		undetermined	150ppi 20160630	clay	VAT 14644		tablet	Uruk IV (ca. 3350-3200 BC)			ATU 5, pl. 036, W 9123,p	Uruk (mod. Warka)		1994	ATU 1, 120									15	no translation	31		
P001037					21198/zz001qh0ct	Englund, Robert K.		Englund, Robert K.	69x47x27; same locus as W 9123,a1; ATU 1, 314; 5.1.1931; the text seems to contain the summations of two accounts dealing with rams and he-goats.			J. Bauer, AfO 48/49 (2001/2002) 172	Vorderasiatisches Museum, Berlin, Germany			12/4/2001			10/20/2018		20011204 protocuneiform_catalogue	ATU 5, pl. 037, W 9123,q					W 09123,q		unter der Abgleichung der Schicht III, 1,5 m über der Höhe des Kalksteinsockels, 4,5 m SW von erhaltener Ecke// t.a.q. IIIc	Qa XVI,3	Administrative			69	971	0	1037		undetermined	150ppi 20160630	clay	VAT 14939		tablet	Uruk IV (ca. 3350-3200 BC)			ATU 5, pl. 037, W 9123,q	Uruk (mod. Warka)		1994	ATU 1, 314; K. Szarzynska, 1970, 10 obv. (c)									27	no translation	47		
P001038					21198/zz001qh0db	no atf		nn					Vorderasiatisches Museum, Berlin, Germany			12/4/2001			10/20/2018		20011204 protocuneiform_catalogue	VA — ?					W 09123,r		unter der Abgleichung der Schicht III, 1,5 m über der Höhe des Kalksteinsockels// t.a.q. IIIc	Qa XVI,2	Administrative			?	972	0	1038		undetermined		clay	VA — ?		tablet	Uruk III (ca. 3200-3000 BC)			unpublished unassigned ?	Uruk (mod. Warka)		nd										?	no translation	?		
P001039					21198/zz001qh0fv	no atf		nn					Vorderasiatisches Museum, Berlin, Germany			12/4/2001			10/20/2018		20011204 protocuneiform_catalogue	VA — ?					W 09123,s		unter der Abgleichung der Schicht III, 1,5 m über der Höhe des Kalksteinsockels// t.a.q. IIIc	Qa XVI,2	Administrative			?	973	0	1039		undetermined		clay	VA — ?		tablet	Uruk III (ca. 3200-3000 BC)			unpublished unassigned ?	Uruk (mod. Warka)		nd										?	no translation	?		
P001040					21198/zz001qh0gc	Englund, Robert K.		Englund, Robert K.	30x47x22; same locus as W 9123,a1; ATU 1, 381; 5.1.1931.				Vorderasiatisches Museum, Berlin, Germany			12/4/2001			10/20/2018		20011204 protocuneiform_catalogue	ATU 5, pl. 037, W 9123,t					W 09123,t		unter der Abgleichung der Schicht III, 1,5 m über der Höhe des Kalksteinsockels, 4,5 m SW von erhaltener Ecke// t.a.q. IIIc	Qa XVI,3	Administrative			30	974	0	1040		undetermined	150ppi 20160630	clay	VAT 15154		tablet	Uruk IV (ca. 3350-3200 BC)			ATU 5, pl. 037, W 9123,t	Uruk (mod. Warka)		1994	ATU 1, 381									22	no translation	47		
P001041					21198/zz001qh0hw	Englund, Robert K.		Englund, Robert K.	49x40x25; same locus as W 9123,a1; ATU 1, 132; 5.1.1931.				Vorderasiatisches Museum, Berlin, Germany			12/4/2001			10/20/2018		20011204 protocuneiform_catalogue	ATU 5, pl. 037, W 9123,u1					W 09123,u1		unter der Abgleichung der Schicht III, 1,5 m über der Höhe des Kalksteinsockels, 4,5 m SW von erhaltener Ecke// t.a.q. IIIc	Qa XVI,3	Administrative			49	975	0	1041		undetermined	150ppi 20160630	clay	VAT 14873		tablet	Uruk IV (ca. 3350-3200 BC)			ATU 5, pl. 037, W 9123,u1	Uruk (mod. Warka)		1994	ATU 1, 132									25	no translation	40		
P001042					21198/zz001qh0jd	Englund, Robert K.		Englund, Robert K.	34x24x25; same locus as W 9123,a1; ATU 1, 553; 5.1.1931; tablet in the form of a prism.				Vorderasiatisches Museum, Berlin, Germany			12/4/2001			10/20/2018		20011204 protocuneiform_catalogue	ATU 5, pl. 037, W 9123,u2					W 09123,u2		unter der Abgleichung der Schicht III, 1,5 m über der Höhe des Kalksteinsockels, 4,5 m SW von erhaltener Ecke// t.a.q. IIIc	Qa XVI,3	Administrative			34	976	0	1042		undetermined	150ppi 20160630	clay	VAT 15357		tablet	Uruk IV (ca. 3350-3200 BC)			ATU 5, pl. 037, W 9123,u2	Uruk (mod. Warka)		1994	ATU 1, 553									25	no translation	24		
