pcsl	cdli	cdli_fixed_flag	recommendation	encoding_status	unicode_codepoint	unicode_name
ZAR~a	ZAR~a	False	keep	proposed	12C97	PROTO-CUNEIFORM SIGN ZAR-A
ZAR~b1	ZAR~b1	False	keep	proposed	12C98	PROTO-CUNEIFORM SIGN ZAR-B1
ZAR~b2	ZAR~b2	False	keep	proposed	12C99	PROTO-CUNEIFORM SIGN ZAR-B2
ZAR~c	ZAR~c	False	keep	proposed	12C9A	PROTO-CUNEIFORM SIGN ZAR-C
ZATU620	ZATU620	False	keep	proposed	12C9B	PROTO-CUNEIFORM SIGN ZATU620
ZATU621~a	ZATU621~a	False	keep	proposed	12C9C	PROTO-CUNEIFORM SIGN ZATU621-A
ZATU621~b	ZATU621~b	False	keep	proposed	12C9D	PROTO-CUNEIFORM SIGN ZATU621-B
ZATU621~c	ZATU621~c	False	keep	proposed	12C9E	PROTO-CUNEIFORM SIGN ZATU621-C
ZATU621~d	ZATU621~d	False	keep	proposed	12C9F	PROTO-CUNEIFORM SIGN ZATU621-D
ZATU622	ZATU622	False	keep	proposed	12CA0	PROTO-CUNEIFORM SIGN ZATU622
ZATU623	ZATU623	False	keep	proposed	12CA1	PROTO-CUNEIFORM SIGN ZATU623
ZATU623~v1	ZATU623	False	keep	proposed	12CA2	PROTO-CUNEIFORM SIGN ZATU623 VARIANT 1
ZATU623~v2	ZATU623	False	keep	proposed	12CA3	PROTO-CUNEIFORM SIGN ZATU623 VARIANT 2
ZATU624~a	ZATU624~a	False	keep	proposed	12CA4	PROTO-CUNEIFORM SIGN ZATU624-A
ZATU624~b	ZATU624~b	False	keep	proposed	12CA5	PROTO-CUNEIFORM SIGN ZATU624-B
ZATU624~c	ZATU624~c	False	keep	proposed	12CA6	PROTO-CUNEIFORM SIGN ZATU624-C
ZATU625	ZATU625	False	keep	proposed	12CA7	PROTO-CUNEIFORM SIGN ZATU625
ZATU625~v1	ZATU625	False	keep	proposed	12CA8	PROTO-CUNEIFORM SIGN ZATU625 VARIANT 1
ZATU626~a	ZATU626~a	False	keep	proposed	12CA9	PROTO-CUNEIFORM SIGN ZATU626-A
ZATU626~b	ZATU626~b	False	keep	proposed	12CAA	PROTO-CUNEIFORM SIGN ZATU626-B
ZATU626~c	ZATU626~c	False	keep	proposed	12CAB	PROTO-CUNEIFORM SIGN ZATU626-C
ZATU627	ZATU627	False	keep	proposed	12CAC	PROTO-CUNEIFORM SIGN ZATU627
ZATU628~a	ZATU628~a	False	keep	proposed	12CAD	PROTO-CUNEIFORM SIGN ZATU628-A
ZATU628~a~v1	ZATU628~a	False	keep	proposed	12CAE	PROTO-CUNEIFORM SIGN ZATU628-A VARIANT 1
ZATU628~b	ZATU628~b	False	keep	proposed	12CAF	PROTO-CUNEIFORM SIGN ZATU628-B
ZATU629	ZATU629	False	keep	proposed	12CB0	PROTO-CUNEIFORM SIGN ZATU629
ZATU629~v1	ZATU629	False	keep	proposed	12CB1	PROTO-CUNEIFORM SIGN ZATU629 VARIANT 1
ZATU630	ZATU630	False	keep	proposed	12CB2	PROTO-CUNEIFORM SIGN ZATU630
ZATU631	ZATU631	False	keep	proposed	12CB3	PROTO-CUNEIFORM SIGN ZATU631
ZATU632~a	ZATU632~a	False	keep	proposed	12CB4	PROTO-CUNEIFORM SIGN ZATU632-A
ZATU632~a~v1	ZATU632~a	False	keep	proposed	12CB5	PROTO-CUNEIFORM SIGN ZATU632-A VARIANT 1
ZATU632~b	ZATU632~b	False	keep	proposed	12CB6	PROTO-CUNEIFORM SIGN ZATU632-B
ZATU632~c	ZATU632~c	False	keep	proposed	12CB7	PROTO-CUNEIFORM SIGN ZATU632-C
ZATU633~a	ZATU633~a	False	keep	proposed	12CB8	PROTO-CUNEIFORM SIGN ZATU633-A
ZATU633~b	ZATU633~b	False	keep	proposed	12CB9	PROTO-CUNEIFORM SIGN ZATU633-B
ZATU634	ZATU634	False	keep	proposed	12CBA	PROTO-CUNEIFORM SIGN ZATU634
ZATU635	ZATU635	False	keep	proposed	12CBB	PROTO-CUNEIFORM SIGN ZATU635
ZATU636	ZATU636	False	keep	proposed	12CBC	PROTO-CUNEIFORM SIGN ZATU636
ZATU636~v1	ZATU636	False	keep	proposed	12CBD	PROTO-CUNEIFORM SIGN ZATU636 VARIANT 1
ZATU637	ZATU637	False	keep	proposed	12CBE	PROTO-CUNEIFORM SIGN ZATU637
ZATU639	ZATU639	False	keep	proposed	12CBF	PROTO-CUNEIFORM SIGN ZATU639
ZATU640	ZATU640	False	keep	proposed	12CC0	PROTO-CUNEIFORM SIGN ZATU640
ZATU641	ZATU641	False	keep	proposed	12CC1	PROTO-CUNEIFORM SIGN ZATU641
ZATU642	ZATU642	False	keep	proposed	12CC2	PROTO-CUNEIFORM SIGN ZATU642
ZATU643	ZATU643	False	keep	proposed	12CC3	PROTO-CUNEIFORM SIGN ZATU643
ZATU644~a	ZATU644~a	False	keep	proposed	12CC4	PROTO-CUNEIFORM SIGN ZATU644-A
|ZATU644~a×1(N14)|	|ZATU644~ax1(N14)|	False	keep	proposed	12CC5	PROTO-CUNEIFORM SIGN ZATU644-A TIMES ONE-N14
ZATU644~b	ZATU644~b	False	keep	proposed	12CC6	PROTO-CUNEIFORM SIGN ZATU644-B
ZATU646	ZATU646	False	keep	proposed	12CC7	PROTO-CUNEIFORM SIGN ZATU646
ZATU647	ZATU647	False	keep	proposed	12CC8	PROTO-CUNEIFORM SIGN ZATU647
ZATU647~v1	ZATU647	False	keep	proposed	12CC9	PROTO-CUNEIFORM SIGN ZATU647 VARIANT 1
ZATU648	ZATU648	False	keep	proposed	12CCA	PROTO-CUNEIFORM SIGN ZATU648
ZATU649	ZATU649	False	keep	proposed	12CCB	PROTO-CUNEIFORM SIGN ZATU649
ZATU649~v1	ZATU649	False	keep	proposed	12CCC	PROTO-CUNEIFORM SIGN ZATU649 VARIANT 1
ZATU650	ZATU650	False	keep	proposed	12CCD	PROTO-CUNEIFORM SIGN ZATU650
ZATU651	ZATU651	False	keep	proposed	12CCE	PROTO-CUNEIFORM SIGN ZATU651
|ZATU651×AN|	|ZATU651xAN|	False	keep	proposed	12CCF	PROTO-CUNEIFORM SIGN ZATU651 TIMES AN
|ZATU651×EN~a~v2|	|ZATU651xEN~a|	False	rename	proposed	12CD0	PROTO-CUNEIFORM SIGN ZATU651 TIMES EN-A VARIANT 2
|ZATU651×GAR|	|ZATU651xGAR|	False	keep	proposed	12CD1	PROTO-CUNEIFORM SIGN ZATU651 TIMES GAR
|ZATU651×MA|	|ZATU651xMA|	False	keep	proposed	12CD2	PROTO-CUNEIFORM SIGN ZATU651 TIMES MA
|ZATU651×NUN~a|	|ZATU651xNUN~a|	False	keep	proposed	12CD3	PROTO-CUNEIFORM SIGN ZATU651 TIMES NUN-A
|ZATU651×X|	|ZATU651xX|	False	keep	proposed	12CD4	PROTO-CUNEIFORM SIGN ZATU651 TIMES X
|ZATU651×ZAR~c|	|ZATU651xZAR~c|	False	keep	proposed	12CD5	PROTO-CUNEIFORM SIGN ZATU651 TIMES ZAR-C
ZATU651@g	ZATU651@g	False	keep	proposed	12CD6	PROTO-CUNEIFORM SIGN ZATU651 GUNU
ZATU651~v1	ZATU651	False	keep	proposed	12CD7	PROTO-CUNEIFORM SIGN ZATU651 VARIANT 1
ZATU651~v2	ZATU651	False	keep	proposed	12CD8	PROTO-CUNEIFORM SIGN ZATU651 VARIANT 2
|ZATU651~v2×ŠE~a|	|ZATU651xSZE~a|	False	rename	proposed	12CD9	PROTO-CUNEIFORM SIGN ZATU651 VARIANT 2 TIMES SHE-A
ZATU659	ZATU659	False	keep	proposed	12CDA	PROTO-CUNEIFORM SIGN ZATU659
|ZATU659×1(N01)|	|ZATU659x1(N01)|	False	keep	proposed	12CDB	PROTO-CUNEIFORM SIGN ZATU659 TIMES ONE-N1
|ZATU659×1(N14)|	|ZATU659x1(N14)|	False	keep	proposed	12CDC	PROTO-CUNEIFORM SIGN ZATU659 TIMES ONE-N14
|ZATU659×1(N58@t)|	|ZATU659x1(N58)@t|	True	keep	proposed	12CDD	PROTO-CUNEIFORM SIGN ZATU659 TIMES ONE-N58 TENU
ZATU662	ZATU662	False	keep	proposed	12CDE	PROTO-CUNEIFORM SIGN ZATU662
|ZATU662×1(N14)|	|ZATU662x1(N14)|	False	keep	proposed	12CDF	PROTO-CUNEIFORM SIGN ZATU662 TIMES ONE-N14
ZATU662~v1	ZATU662	False	keep	proposed	12CE0	PROTO-CUNEIFORM SIGN ZATU662 VARIANT 1
|ZATU662~v1×1(N14)|	|ZATU662x1(N14)|	False	rename	proposed	12CE1	PROTO-CUNEIFORM SIGN ZATU662 VARIANT 1 TIMES ONE-N14
ZATU662~v2	ZATU662	False	keep	proposed	12CE2	PROTO-CUNEIFORM SIGN ZATU662 VARIANT 2
|ZATU662~v2×1(N14)|	|ZATU662x1(N14)|	False	rename	proposed	12CE3	PROTO-CUNEIFORM SIGN ZATU662 VARIANT 2 TIMES ONE-N14
ZATU662~v3	ZATU662	False	keep	proposed	12CE4	PROTO-CUNEIFORM SIGN ZATU662 VARIANT 3
ZATU664	ZATU664	False	keep	proposed	12CE5	PROTO-CUNEIFORM SIGN ZATU664
ZATU665	ZATU665	False	keep	proposed	12CE6	PROTO-CUNEIFORM SIGN ZATU665
ZATU666	ZATU666	False	keep	proposed	12CE7	PROTO-CUNEIFORM SIGN ZATU666
ZATU667	ZATU667	False	keep	proposed	12CE8	PROTO-CUNEIFORM SIGN ZATU667
ZATU668	ZATU668	False	keep	proposed	12CE9	PROTO-CUNEIFORM SIGN ZATU668
ZATU669	ZATU669	False	keep	proposed	12CEA	PROTO-CUNEIFORM SIGN ZATU669
ZATU670	ZATU670	False	keep	proposed	12CEB	PROTO-CUNEIFORM SIGN ZATU670
ZATU672	ZATU672	False	keep	proposed	12CEC	PROTO-CUNEIFORM SIGN ZATU672
ZATU674	ZATU674	False	keep	proposed	12CED	PROTO-CUNEIFORM SIGN ZATU674
ZATU675~a	ZATU675~a	False	keep	proposed	12CEE	PROTO-CUNEIFORM SIGN ZATU675-A
ZATU675~b	ZATU675~b	False	keep	proposed	12CEF	PROTO-CUNEIFORM SIGN ZATU675-B
ZATU675~b~v1	ZATU675~b	False	keep	proposed	12CF0	PROTO-CUNEIFORM SIGN ZATU675-B VARIANT 1
ZATU675~c	ZATU675~c	False	keep	proposed	12CF1	PROTO-CUNEIFORM SIGN ZATU675-C
ZATU675~d	ZATU675~d	False	keep	proposed	12CF2	PROTO-CUNEIFORM SIGN ZATU675-D
ZATU676~a	ZATU676~a	False	keep	proposed	12CF3	PROTO-CUNEIFORM SIGN ZATU676-A
ZATU676~b	ZATU676~b	False	keep	proposed	12CF4	PROTO-CUNEIFORM SIGN ZATU676-B
ZATU677~a	ZATU677~a	False	keep	proposed	12CF5	PROTO-CUNEIFORM SIGN ZATU677-A
ZATU677~b	ZATU677~b	False	keep	proposed	12CF6	PROTO-CUNEIFORM SIGN ZATU677-B
ZATU678	ZATU678	False	keep	proposed	12CF7	PROTO-CUNEIFORM SIGN ZATU678
ZATU679	ZATU679	False	keep	proposed	12CF8	PROTO-CUNEIFORM SIGN ZATU679
ZATU680~a1	ZATU680~a1	False	keep	proposed	12CF9	PROTO-CUNEIFORM SIGN ZATU680-A1
ZATU680~a2	ZATU680~a2	False	keep	proposed	12CFA	PROTO-CUNEIFORM SIGN ZATU680-A2
ZATU680~b	ZATU680~b	False	keep	proposed	12CFB	PROTO-CUNEIFORM SIGN ZATU680-B
ZATU680~b~v1	ZATU680~b	False	keep	proposed	12CFC	PROTO-CUNEIFORM SIGN ZATU680-B VARIANT 1
ZATU680~d	ZATU680~d	False	keep	proposed	12CFD	PROTO-CUNEIFORM SIGN ZATU680-D
ZATU680~e	ZATU680~e	False	keep	proposed	12CFE	PROTO-CUNEIFORM SIGN ZATU680-E
ZATU681	ZATU681	False	keep	proposed	12CFF	PROTO-CUNEIFORM SIGN ZATU681
ZATU682	ZATU682	False	keep	proposed	12D00	PROTO-CUNEIFORM SIGN ZATU682
ZATU683~a	ZATU683~a	False	keep	proposed	12D01	PROTO-CUNEIFORM SIGN ZATU683-A
ZATU683~b	ZATU683~b	False	keep	proposed	12D02	PROTO-CUNEIFORM SIGN ZATU683-B
ZATU683@t	ZATU683@t	False	keep	proposed	12D03	PROTO-CUNEIFORM SIGN ZATU683 TENU
ZATU684	ZATU684	False	keep	proposed	12D04	PROTO-CUNEIFORM SIGN ZATU684
ZATU685	ZATU685	False	keep	proposed	12D05	PROTO-CUNEIFORM SIGN ZATU685
ZATU686~a	ZATU686~a	False	keep	proposed	12D06	PROTO-CUNEIFORM SIGN ZATU686-A
ZATU686~b	ZATU686~b	False	keep	proposed	12D07	PROTO-CUNEIFORM SIGN ZATU686-B
ZATU686~c	ZATU686~c	False	keep	proposed	12D08	PROTO-CUNEIFORM SIGN ZATU686-C
ZATU687	ZATU687	False	keep	proposed	12D09	PROTO-CUNEIFORM SIGN ZATU687
ZATU688~a	ZATU688~a	False	keep	proposed	12D0A	PROTO-CUNEIFORM SIGN ZATU688-A
ZATU688~b	ZATU688~b	False	keep	proposed	12D0B	PROTO-CUNEIFORM SIGN ZATU688-B
ZATU689	ZATU689	False	keep	proposed	12D0C	PROTO-CUNEIFORM SIGN ZATU689
ZATU690	ZATU690	False	keep	proposed	12D0D	PROTO-CUNEIFORM SIGN ZATU690
ZATU691	ZATU691	False	keep	proposed	12D0E	PROTO-CUNEIFORM SIGN ZATU691
ZATU692	ZATU692	False	keep	proposed	12D0F	PROTO-CUNEIFORM SIGN ZATU692
ZATU693	ZATU693	False	keep	proposed	12D10	PROTO-CUNEIFORM SIGN ZATU693
ZATU693@t	ZATU693@t	False	keep	proposed	12D11	PROTO-CUNEIFORM SIGN ZATU693 TENU
ZATU693~v1	ZATU693	False	keep	proposed	12D12	PROTO-CUNEIFORM SIGN ZATU693 VARIANT 1
ZATU693~v2	ZATU693	False	keep	proposed	12D13	PROTO-CUNEIFORM SIGN ZATU693 VARIANT 2
ZATU694~a	ZATU694~a	False	keep	proposed	12D14	PROTO-CUNEIFORM SIGN ZATU694-A
ZATU694~b	ZATU694~b	False	keep	proposed	12D15	PROTO-CUNEIFORM SIGN ZATU694-B
ZATU694~c	ZATU694~c	False	keep	proposed	12D16	PROTO-CUNEIFORM SIGN ZATU694-C
ZATU694~c~v1	ZATU694~c	False	keep	proposed	12D17	PROTO-CUNEIFORM SIGN ZATU694-C VARIANT 1
ZATU694~d	ZATU694~d	False	keep	proposed	12D18	PROTO-CUNEIFORM SIGN ZATU694-D
ZATU694~d@t	ZATU694~d@t	False	keep	proposed	12D19	PROTO-CUNEIFORM SIGN ZATU694-D TENU
ZATU695	ZATU695	False	keep	proposed	12D1A	PROTO-CUNEIFORM SIGN ZATU695
ZATU696	ZATU696	False	keep	proposed	12D1B	PROTO-CUNEIFORM SIGN ZATU696
ZATU697~a	ZATU697~a	False	keep	proposed	12D1C	PROTO-CUNEIFORM SIGN ZATU697-A
ZATU697~a~v1	ZATU697~a	False	keep	proposed	12D1D	PROTO-CUNEIFORM SIGN ZATU697-A VARIANT 1
ZATU697~a~v2	ZATU697~a	False	keep	proposed	12D1E	PROTO-CUNEIFORM SIGN ZATU697-A VARIANT 2
ZATU697~a~v3	ZATU697~a	False	keep	proposed	12D1F	PROTO-CUNEIFORM SIGN ZATU697-A VARIANT 3
ZATU697~b	ZATU697~b	False	keep	proposed	12D20	PROTO-CUNEIFORM SIGN ZATU697-B
ZATU697~c	ZATU697~c	False	keep	proposed	12D21	PROTO-CUNEIFORM SIGN ZATU697-C
ZATU699~a	ZATU699~a	False	keep	proposed	12D22	PROTO-CUNEIFORM SIGN ZATU699-A
ZATU699~b	ZATU699~b	False	keep	proposed	12D23	PROTO-CUNEIFORM SIGN ZATU699-B
ZATU700	ZATU700	False	keep	proposed	12D24	PROTO-CUNEIFORM SIGN ZATU700
ZATU701	ZATU701	False	keep	proposed	12D25	PROTO-CUNEIFORM SIGN ZATU701
ZATU702	ZATU702	False	keep	proposed	12D26	PROTO-CUNEIFORM SIGN ZATU702
ZATU703	ZATU703	False	keep	proposed	12D27	PROTO-CUNEIFORM SIGN ZATU703
ZATU704	ZATU704	False	keep	proposed	12D28	PROTO-CUNEIFORM SIGN ZATU704
ZATU705	ZATU705	False	keep	proposed	12D29	PROTO-CUNEIFORM SIGN ZATU705
ZATU706	ZATU706	False	keep	proposed	12D2A	PROTO-CUNEIFORM SIGN ZATU706
ZATU707~a	ZATU707~a	False	keep	proposed	12D2B	PROTO-CUNEIFORM SIGN ZATU707-A
ZATU707~b	ZATU707~b	False	keep	proposed	12D2C	PROTO-CUNEIFORM SIGN ZATU707-B
ZATU708	ZATU708	False	keep	proposed	12D2D	PROTO-CUNEIFORM SIGN ZATU708
ZATU709	ZATU709	False	keep	proposed	12D2E	PROTO-CUNEIFORM SIGN ZATU709
ZATU710	ZATU710	False	keep	proposed	12D2F	PROTO-CUNEIFORM SIGN ZATU710
ZATU710~v1	ZATU710	False	keep	proposed	12D30	PROTO-CUNEIFORM SIGN ZATU710 VARIANT 1
ZATU711	ZATU711	False	keep	proposed	12D31	PROTO-CUNEIFORM SIGN ZATU711
ZATU711~v1	ZATU711	False	keep	proposed	12D32	PROTO-CUNEIFORM SIGN ZATU711 VARIANT 1
|ZATU711~v1×HI@g~a|	|ZATU711xHI@g~a|	False	rename	proposed	12D33	PROTO-CUNEIFORM SIGN ZATU711 VARIANT 1 TIMES HI GUNU-A
|ZATU711~v1×X|	|ZATU711xX|	False	rename	proposed	12D34	PROTO-CUNEIFORM SIGN ZATU711 VARIANT 1 TIMES X
ZATU713	ZATU713	False	keep	proposed	12D35	PROTO-CUNEIFORM SIGN ZATU713
ZATU714	ZATU714	False	keep	proposed	12D36	PROTO-CUNEIFORM SIGN ZATU714
|ZATU714.RU|	|ZATU714.RU|	False	keep	proposed	12D37	PROTO-CUNEIFORM SIGN ZATU714 BESIDE RU
|ZATU714×HI@g~a|	|ZATU714xHI@g~a|	False	keep	proposed	12D38	PROTO-CUNEIFORM SIGN ZATU714 TIMES HI GUNU-A
|ZATU714×X|	|ZATU714xX|	False	keep	proposed	12D39	PROTO-CUNEIFORM SIGN ZATU714 TIMES X
ZATU717	ZATU717	False	keep	proposed	12D3A	PROTO-CUNEIFORM SIGN ZATU717
ZATU718	ZATU718	False	keep	proposed	12D3B	PROTO-CUNEIFORM SIGN ZATU718
ZATU719	ZATU719	False	keep	proposed	12D3C	PROTO-CUNEIFORM SIGN ZATU719
ZATU720	ZATU720	False	keep	proposed	12D3D	PROTO-CUNEIFORM SIGN ZATU720
ZATU721	ZATU721	False	keep	proposed	12D3E	PROTO-CUNEIFORM SIGN ZATU721
ZATU722	ZATU722	False	keep	proposed	12D3F	PROTO-CUNEIFORM SIGN ZATU722
ZATU723	ZATU723	False	keep	proposed	12D40	PROTO-CUNEIFORM SIGN ZATU723
ZATU724	ZATU724	False	keep	proposed	12D41	PROTO-CUNEIFORM SIGN ZATU724
ZATU725	ZATU725	False	keep	proposed	12D42	PROTO-CUNEIFORM SIGN ZATU725
ZATU725~v1	ZATU725	False	keep	proposed	12D43	PROTO-CUNEIFORM SIGN ZATU725 VARIANT 1
ZATU726~a	ZATU726~a	False	keep	proposed	12D44	PROTO-CUNEIFORM SIGN ZATU726-A
ZATU726~c	ZATU726~c	False	keep	proposed	12D45	PROTO-CUNEIFORM SIGN ZATU726-C
ZATU726~d	ZATU726~d	False	keep	proposed	12D46	PROTO-CUNEIFORM SIGN ZATU726-D
ZATU727	ZATU727	False	keep	proposed	12D47	PROTO-CUNEIFORM SIGN ZATU727
ZATU728	ZATU728	False	keep	proposed	12D48	PROTO-CUNEIFORM SIGN ZATU728
ZATU729	ZATU729	False	keep	proposed	12D49	PROTO-CUNEIFORM SIGN ZATU729
ZATU729~v1	ZATU729	False	keep	proposed	12D4A	PROTO-CUNEIFORM SIGN ZATU729 VARIANT 1
ZATU730	ZATU730	False	keep	proposed	12D4B	PROTO-CUNEIFORM SIGN ZATU730
ZATU732	ZATU732	False	keep	proposed	12D4C	PROTO-CUNEIFORM SIGN ZATU732
ZATU733	ZATU733	False	keep	proposed	12D4D	PROTO-CUNEIFORM SIGN ZATU733
ZATU734	ZATU734	False	keep	proposed	12D4E	PROTO-CUNEIFORM SIGN ZATU734
ZATU735~a	ZATU735~a	False	keep	proposed	12D4F	PROTO-CUNEIFORM SIGN ZATU735-A
ZATU735~b	ZATU735~b	False	keep	proposed	12D50	PROTO-CUNEIFORM SIGN ZATU735-B
ZATU735~b~v1	ZATU735~b	False	keep	proposed	12D51	PROTO-CUNEIFORM SIGN ZATU735-B VARIANT 1
ZATU735~b~v2	ZATU735~b	False	keep	proposed	12D52	PROTO-CUNEIFORM SIGN ZATU735-B VARIANT 2
ZATU735~c	ZATU735~c	False	keep	proposed	12D53	PROTO-CUNEIFORM SIGN ZATU735-C
ZATU736~a	ZATU736~a	False	keep	proposed	12D54	PROTO-CUNEIFORM SIGN ZATU736-A
ZATU736~b	ZATU736~b	False	keep	proposed	12D55	PROTO-CUNEIFORM SIGN ZATU736-B
ZATU737	ZATU737	False	keep	proposed	12D56	PROTO-CUNEIFORM SIGN ZATU737
|ZATU737×AB~a|	|ZATU737xAB~a|	False	keep	proposed	12D57	PROTO-CUNEIFORM SIGN ZATU737 TIMES AB-A
|ZATU737×BU~a|	|ZATU737xBU~a|	False	keep	proposed	12D58	PROTO-CUNEIFORM SIGN ZATU737 TIMES BU-A
|ZATU737×BUR~a|	|ZATU737xBUR~a|	False	keep	proposed	12D59	PROTO-CUNEIFORM SIGN ZATU737 TIMES BUR-A
|ZATU737×DI|	|ZATU737xDI|	False	keep	proposed	12D5A	PROTO-CUNEIFORM SIGN ZATU737 TIMES DI
|ZATU737×E~a|	|ZATU737xE~a|	False	keep	proposed	12D5B	PROTO-CUNEIFORM SIGN ZATU737 TIMES E-A
|ZATU737×EN~a~v2|	|ZATU737xEN~a|	False	rename	proposed	12D5C	PROTO-CUNEIFORM SIGN ZATU737 TIMES EN-A VARIANT 2
|ZATU737×GAR|	|ZATU737xGAR|	False	keep	proposed	12D5D	PROTO-CUNEIFORM SIGN ZATU737 TIMES GAR
|ZATU737×NI~a@g|	|ZATU737xNI~a@g|	False	keep	proposed	12D5E	PROTO-CUNEIFORM SIGN ZATU737 TIMES NI-A GUNU
|ZATU737×NIMGIR|	|ZATU737xNIMGIR|	False	keep	proposed	12D5F	PROTO-CUNEIFORM SIGN ZATU737 TIMES NIMGIR
|ZATU737×SU~a|	|ZATU737xSU~a|	False	keep	proposed	12D60	PROTO-CUNEIFORM SIGN ZATU737 TIMES SU-A
|ZATU737×ŠE~a|	|ZATU737xSZE~a|	False	keep	proposed	12D61	PROTO-CUNEIFORM SIGN ZATU737 TIMES SHE-A
|ZATU737×ŠITA~a1|	|ZATU737xSZITA~a1|	False	keep	proposed	12D62	PROTO-CUNEIFORM SIGN ZATU737 TIMES SHITA-A1
|ZATU737×ŠITA~b1@g|	|ZATU737xSZITA@g~a|	False	remove	not_proposed		
|ZATU737×UNUG~a~v1|	|ZATU737xUNUG~a|	False	rename	proposed	12D63	PROTO-CUNEIFORM SIGN ZATU737 TIMES UNUG-A VARIANT 1
ZATU737~v1	ZATU737	False	keep	proposed	12D64	PROTO-CUNEIFORM SIGN ZATU737 VARIANT 1
|ZATU737~v1×EN~b~v1|	|ZATU737xEN~b|	False	rename	proposed	12D65	PROTO-CUNEIFORM SIGN ZATU737 VARIANT 1 TIMES EN-B VARIANT 1
|ZATU737~v1×GAR|	|ZATU737xGAR|	False	rename	proposed	12D66	PROTO-CUNEIFORM SIGN ZATU737 VARIANT 1 TIMES GAR
ZATU737~v2	ZATU737	False	keep	proposed	12D67	PROTO-CUNEIFORM SIGN ZATU737 VARIANT 2
|ZATU737~v2×DI|	|ZATU737xDI|	False	keep	proposed	12D68	PROTO-CUNEIFORM SIGN ZATU737 VARIANT 2 TIMES DI
|ZATU737~v2×X|	|ZATU737xX|	False	rename	proposed	12D69	PROTO-CUNEIFORM SIGN ZATU737 VARIANT 2 TIMES X
|ZATU737~v3×SAL|	|ZATU737xSAL|	False	rename	proposed	12D6A	PROTO-CUNEIFORM SIGN ZATU737 VARIANT 3 TIMES SAL
|ZATU737~v3×U₄|	|ZATU737xU4|	False	rename	proposed	12D6B	PROTO-CUNEIFORM SIGN ZATU737 VARIANT 3 TIMES U4
ZATU749~a	ZATU749~a	False	keep	proposed	12D6C	PROTO-CUNEIFORM SIGN ZATU749-A
ZATU749~a~v1	ZATU749~a	False	keep	proposed	12D6D	PROTO-CUNEIFORM SIGN ZATU749-A VARIANT 1
ZATU749~a~v2	ZATU749~a	False	keep	proposed	12D6E	PROTO-CUNEIFORM SIGN ZATU749-A VARIANT 2
ZATU749~b	ZATU749~b	False	keep	proposed	12D6F	PROTO-CUNEIFORM SIGN ZATU749-B
ZATU749~c	ZATU749~c	False	keep	proposed	12D70	PROTO-CUNEIFORM SIGN ZATU749-C
ZATU750	ZATU750	False	keep	proposed	12D71	PROTO-CUNEIFORM SIGN ZATU750
ZATU750~v1	ZATU750	False	keep	proposed	12D72	PROTO-CUNEIFORM SIGN ZATU750 VARIANT 1
ZATU750~v2	ZATU750	False	keep	proposed	12D73	PROTO-CUNEIFORM SIGN ZATU750 VARIANT 2
ZATU750~v3	ZATU750	False	keep	proposed	12D74	PROTO-CUNEIFORM SIGN ZATU750 VARIANT 3
ZATU751~a	ZATU751~a	False	keep	proposed	12D75	PROTO-CUNEIFORM SIGN ZATU751-A
ZATU751~b	ZATU751~b	False	keep	proposed	12D76	PROTO-CUNEIFORM SIGN ZATU751-B
ZATU752	ZATU752	False	keep	proposed	12D77	PROTO-CUNEIFORM SIGN ZATU752
ZATU752~v1	ZATU752	False	keep	proposed	12D78	PROTO-CUNEIFORM SIGN ZATU752 VARIANT 1
ZATU753	ZATU753	False	keep	proposed	12D79	PROTO-CUNEIFORM SIGN ZATU753
ZATU754	ZATU754	False	keep	proposed	12D7A	PROTO-CUNEIFORM SIGN ZATU754
ZATU755~a	ZATU755~a	False	keep	proposed	12D7B	PROTO-CUNEIFORM SIGN ZATU755-A
ZATU755~b	ZATU755~b	False	keep	proposed	12D7C	PROTO-CUNEIFORM SIGN ZATU755-B
ZATU756	ZATU756	False	keep	proposed	12D7D	PROTO-CUNEIFORM SIGN ZATU756
ZATU756~v1	ZATU756	False	keep	proposed	12D7E	PROTO-CUNEIFORM SIGN ZATU756 VARIANT 1
ZATU757	ZATU757	False	keep	proposed	12D7F	PROTO-CUNEIFORM SIGN ZATU757
ZATU757~v1	ZATU757	False	keep	proposed	12D80	PROTO-CUNEIFORM SIGN ZATU757 VARIANT 1
ZATU758	ZATU758	False	keep	proposed	12D81	PROTO-CUNEIFORM SIGN ZATU758
ZATU759	ZATU759	False	keep	proposed	12D82	PROTO-CUNEIFORM SIGN ZATU759
|ZATU759×KU₆~a|	|ZATU759xKU6~a|	False	keep	proposed	12D83	PROTO-CUNEIFORM SIGN ZATU759 TIMES KU6-A
|ZATU759×(KU₆~a+KU₆~a)|	|ZATU759x(KU6~a+KU6~a)|	False	keep	proposed	12D84	PROTO-CUNEIFORM SIGN ZATU759 TIMES KU6-A JOINING KU6-A
|ZATU759×KU₆~d|	|ZATU759xKU6~d|	False	keep	proposed	12D85	PROTO-CUNEIFORM SIGN ZATU759 TIMES KU6-D
|ZATU759×X|	|ZATU759xX|	False	keep	proposed	12D86	PROTO-CUNEIFORM SIGN ZATU759 TIMES X
|ZATU759@t×X|	|ZATU759@txX|	False	keep	proposed	12D87	PROTO-CUNEIFORM SIGN ZATU759 TENU TIMES X
